ID,log2FC
SETD4,0.630290355
MICALL2,-1.072793166
EPB41L3,1.768268813
SPAST,0.913459354
CWC25,0.513832446
MAN1A1,0.665739018
ITGAE,-0.765819799
HOMER1,1.237623839
ITLN1,-0.729960036
TBC1D14,0.969297264
AMER1,-1.41470128
RHBDF1,-2.170302116
APTX,1.018868481
FH,-0.516315167
S100A11,-0.760246366
GCGR,-4.607638145
TGFB3,-0.867310111
CMC2,-0.827273213
EMP3,-0.765319143
PTPDC1,0.978036361
KHDC4,0.642846642
MDM1,1.583062437
CTNNA1,0.848142985
SLC25A25-AS1,-0.935010879
KLRA1P,2.253315467
TSNAXIP1,-1.101229842
TSC22D4,-0.754826653
PSMA5,-0.604301542
RSBN1L,0.649819935
IFI27L2,-1.566860073
SMAD5,1.190162252
MIGA2,-0.838317821
TPD52,1.214065459
COX6A1,-0.879766971
ANKRD10,-0.616363727
UNC50,1.008014511
TSR1,0.843481242
CHROMR,1.39523968
MACROH2A1,0.923553528
LY6G5C,-1.931059713
IP6K1,-0.797983393
HPGD,0.95569264
CD36,0.853214718
FAM107B,1.081605608
KPNA2,0.695519765
GSN,-0.507175726
ODF3B,-2.838307251
GPR182,-3.830535725
SIDT2,-0.940279862
C2CD2L,-0.879852164
ETV2,-1.487565069
ZCCHC7,0.822025549
HROB,-0.610216196
WDR26,0.609053309
CRTC2,-1.097885186
MED16,-0.891323328
CCDC169,1.701728516
PACS2,-0.985799692
ZNF568,0.712309619
CHMP1B,1.234305292
GMDS,-0.565690535
LPAR5,0.629616599
ALG3,-0.503262613
RALGAPB,0.826309484
SKP1,-0.547499574
MAP1S,-0.747538584
MCEMP1,-2.41926183
LACTB2,0.885929276
CGAS,0.923997132
KIAA1109,0.776687076
CLEC11A,-0.758055686
RER1,-0.508306522
SRPK3,-1.628763936
FTH1P7,-1.244196944
ARMC8,0.789493979
NMNAT1,0.794798785
CEP72,-0.696078602
CBX3,0.608985795
LHFPL6,1.279264315
RPS6KA5,0.905580518
MAFF,0.620219551
SLC30A7,1.28661428
CNBP,-0.587309136
XRCC1,-0.459611297
SORBS1,1.171585442
MMAB,-0.866670589
ATM,0.962674174
ARMC6,-0.662574167
RGPD2,1.425202508
LILRB3,-1.920522188
FNDC3A,1.254468884
TONSL,-1.213723968
RAP2A,1.133036892
ARL2,-1.032658991
ZGPAT,-1.342689999
LINC01134,-1.839123455
DCAF15,-0.979146238
TMEM129,-0.800033702
RBM3,-0.4453177
OTUD4,0.890663235
ADA2,-1.78688794
PIK3R4,0.841695577
NAT1,1.682198447
C17orf107,-2.112571982
DMTF1,1.14068159
CAPG,-0.565875242
UNC13D,-1.059478218
PPP1R3B,1.007043174
POLD2,-0.546281449
ZFAND1,0.815862251
OSBPL7,-0.930043193
C5orf24,0.941593767
RAD51C,-0.566530182
ETAA1,0.872212365
NDUFA8,-0.580086858
DDX60L,0.915570977
ZC3H15,1.377518416
CSTF2,1.007182473
TIGD2,0.976882238
ATP6V0B,-0.634164256
MPIG6B,-1.527172651
GATA5,-0.530897429
H4C9,-2.618514953
SLC26A1,-1.993991909
SCN9A,1.403192221
RPS4XP6,-1.891028251
STARD10,-1.288289599
BST2,-0.648549776
SYTL2,1.387018447
ISCA1P4,-1.760510114
MCTP2,0.745779506
TOB1,1.133444267
PSMC4,-0.485285372
C9orf43,-1.418372569
UHRF2,1.0227254
METTL13,0.331214085
DHCR7,0.816422075
EIF4HP1,1.057979276
ANGPT1,2.685305572
ZNHIT1,-0.651780937
PUDP,0.891123505
ATP6V1G1,1.19794709
TMOD4,-1.253595213
SLC43A2,-0.874561886
ARID4A,1.208646721
SLC25A12,1.224207408
IGIP,2.709112661
DCTN5,-0.480752851
OVOL3,-4.946776562
RTEL1-TNFRSF6B,-1.7426111
LSP1,-0.73304118
C3orf18,1.1052006
TRAPPC13,0.789809534
ALDH16A1,-1.202043998
DES,-1.072766202
PLEKHM1P1,-0.991590835
BRAT1,-1.318049537
ANO7L1,-1.247834958
LTBP2,-0.970076119
CAPN2,0.779395929
MEX3B,1.15063586
LSM4,-0.748822465
ACTR3B,0.801471736
FCHSD2,0.740874301
SYNE3,-1.210620951
TRIM74,-2.398554377
BAIAP2L2,-1.423809838
MT-TP,-0.786337135
NR3C1,0.742913098
ATP1B3,-0.482089627
MALT1,1.062586101
ZNF731P,0.915648897
RBM48,0.747893427
LRTOMT,-1.444015187
TMEM240,-4.185272844
CREB3L1,-1.077289078
C7orf26,-0.636630351
LTO1,0.487887343
DDRGK1,-0.608248519
NBPF11,0.807379265
DHX33,0.647641115
PPP3R1,0.849675055
SEMA6C,-1.367808955
GK5,0.793136999
KIF20A,1.269792486
EIF3C,-1.496663744
CTDNEP1,-0.771697247
DFFA,-0.399755055
RIN1,-1.997888802
IRF7,-2.641528256
PRPF6,-0.645289123
CLEC1B,-0.810412557
LETM2,1.415624037
WDR97,-1.792616697
FBXW4,-1.033020888
OGG1,-0.642966507
RBM14,-1.074924203
TNFAIP8,0.886012927
GARS1-DT,-0.557937996
LIPE-AS1,-1.690358009
WRN,0.973789023
GLOD4,0.930386932
NAP1L4P1,-1.160994459
FBXO28,1.125199682
RNASEH2B,-0.515229075
TTC36-AS1,-2.028293243
TMED9,0.759388829
CTCF,0.528481452
RNMT,0.840133172
AHCTF1,1.195203512
RXFP4,-2.336689465
KHDRBS1,0.662026456
BTN2A1,0.615821065
RPL35P5,-1.407207891
ERVH48-1,-2.050608476
ZBTB39,1.00107151
SPDYE6,-1.589516078
COPG2IT1,-1.732125833
NPIPB5,0.39373369
CD2BP2,-0.626816691
SHCBP1L,-1.620336346
PRELID1P6,-0.762555551
MFSD3,-1.618808321
FDPS,0.359341234
GOLGA3,-1.225263459
ZNF800,1.152218168
MRM1,-0.904601543
IQCC,-0.618329501
C5orf63,0.671553903
PPAN,-1.375033793
LZTFL1,1.092902069
MTRF1L,0.819366739
SSBP3,-0.43763899
CCNG2,0.923620308
ZFP41,-0.976905482
LRRC8D,0.45621399
SBF2-AS1,-1.478028603
LIX1L-AS1,-1.573792246
ARFIP1,0.83683437
C1R,-2.015988226
ELAVL1,0.607877547
CASP8,0.937346917
MIER3,0.995652326
PARP10,-1.339492781
TMEM50B,0.69625618
C1QTNF4,-4.411990139
AP5M1,0.877851935
NAB2,0.618199924
SYNC,1.899784457
GMPS,0.971014995
ZDHHC11B,-0.487826843
RFC3,1.329899048
DLK2,-1.68439717
WBP1L,-0.569266627
SUPT20H,0.750326061
ATE1-AS1,-3.196606654
SPTBN4,-1.204044602
FAM95C,-2.110132631
HACD4,-0.991863952
IBA57,-1.090196344
ZNF609,-1.139525265
GEM,1.39516099
KLHL12,1.355967865
ZNF211,0.984888873
PSMD10,1.801270172
DZIP3,0.700026172
FAM83D,1.508136398
STOM,0.927323032
WT1,1.216886614
CSF3,-4.64633692
PML,-0.82206043
SYNJ2,-1.07286127
ZC3H11B,2.698023424
TM6SF1,2.178416631
LDHD,-0.898090775
DIPK1B,-1.661543129
PLXNA2,-1.358077474
PTPN22,1.908715502
MAPRE3,0.730018877
H3C2,-2.193536028
NRBF2,1.565156799
RNU6-322P,-2.051279135
MYO6,1.418967452
RNF215,-1.11610472
LPP,1.078496163
JRK,-1.311418022
CTNND1,-0.824189694
GCHFR,-0.731886172
CCND2,0.627567037
STX2,0.463471199
DOCK1,1.168422801
APOL4,0.434294062
CD33,0.966945622
UBR3,0.890636871
WWP1,1.087791698
TLN1,-0.898675386
RRP7BP,-1.204782971
GOLPH3,1.338726826
MADCAM1,-1.540610603
ARHGAP27,-0.888794749
DYNLL2,-0.78946649
SPTBN2,-1.340213152
AGO3,0.660106009
NTRK1,-1.124175431
BFAR,0.555687848
NAV1,-1.487123019
NAA10,-0.922403175
DPY19L3,1.159213304
ZNF12,0.849270233
LRFN1,-1.778362082
RRAGB,0.969139755
CORO2A,0.817888945
HPF1,-0.566782288
ABHD17A,-1.126474139
GP1BA,-1.142110805
ZNF766,-0.522715363
PRKAB2,0.762618056
ATG13,-0.415916201
MRPL1,-0.711875932
AP1G2-AS1,-1.414639474
TBC1D7,-0.549224026
NTN3,-2.491122666
LRRC27,-0.55871381
ERI3-IT1,-2.812730545
ZNF598,-0.459206825
LINC00114,-4.179398414
IRAK1,-0.491067572
SUV39H2,0.701032596
CYTH4,-0.903660543
ZNF641,0.819764461
ZNF182,0.698611748
GINS2,-0.62259759
DHX40,1.199363778
ATP2A1-AS1,-1.390297109
SRXN1,1.884349929
MRPL49,0.524958425
USP49,-0.821032637
ZNF93,-2.200213419
FAM110A,-0.843372617
CASS4,0.912721357
ARL2BP,1.843731674
CDKN1C,1.579412342
ALMS1-IT1,0.900947721
ERGIC2,1.1196861
RASGRP3,-1.363464856
ESYT2,0.712939665
LRRFIP1P1,0.853104229
CNKSR3,0.618865196
ASIC3,-1.130623536
RANGAP1,-0.947214423
TAB2,0.524164204
FAM91A1,0.722146057
ADAM15,-0.992540476
CLDND2,-1.719894171
LMF1,-1.221496673
ZNF618,-0.842468426
IFT22,-0.695936995
DUS4L-BCAP29,-1.011372881
LCP2,0.815217694
RBM22,0.717632915
POLR2J4,-0.895384811
ZNF136,1.200846282
ZNF324,-0.768132702
H2BC11,-1.857168664
C21orf58,-0.808374893
PIAS4,-1.003101634
CCDC9,-0.914691777
RAD54L,-0.684121576
IPO4,-1.103468676
SAMD15,1.079440537
PRDM10,0.964602067
VAMP3,0.648785933
TANK,0.87638763
KIF7,1.462343642
HOXB3,0.562666733
TMEM14B,-0.655635101
PBRM1,0.476969212
IL11RA,-1.761010305
C1orf159,-1.150368378
CSDE1,0.72158432
AIP,-0.5256783
CD200R1L,-4.467557694
LEPROT,1.043013562
FLAD1,-0.593242112
POLI,1.411869459
HPS5,0.906665017
IRAK3,0.967895316
HK3,-1.792472438
CHI3L1,-1.510389254
NCF1B,-1.589759052
NKIRAS1,0.924688033
ST3GAL1,0.459249628
HAMP,-4.210293271
SLC10A7,1.278613804
SLC6A8,-0.612535159
TXN2,-0.51266618
KIAA0319L,0.660136479
PUS7L,0.862251015
RNASEL,0.959252469
FBXO38,0.94685293
VWA8,1.098028576
PIM1,-0.814650583
CDHR2,-3.964263534
RAE1,-0.513992996
TUBA5P,-2.571886917
ZMAT5,-0.756333011
TBC1D12,1.257376674
RAMP1,-1.867750216
PRR22,-1.371830218
ARHGAP23,-0.988336576
SLC37A1,0.679283087
GPBAR1,-2.7740368
KIAA0586,0.844739677
TAC4,-1.565670021
PLEC,-2.223809689
AEN,-0.549994387
TMPRSS9,-1.449238228
ARL6IP4,-0.793506324
DTX3L,-0.756923779
TXNIP,1.038077435
FAAP100,-0.975284394
ZNF33A,-0.425040489
FAM50B,-0.612384962
TIAL1,-0.477364156
TM9SF4,0.692515396
C16orf87,1.322783337
OGFOD1,0.704749505
CDR2,0.723450196
RIOK1,1.064879872
PAQR7,-0.879406507
RRP1B,0.666932264
DUSP14,2.830344588
TVP23C,-0.690090703
CCDC65,-2.117481879
TEDC2,-0.61529346
VPS33A,-0.864639353
HAUS8,-0.415099468
PTOV1-AS1,-2.072652865
MASTL,0.828403395
FRG1CP,-0.579135092
DENND2B,-1.736298886
DGUOK-AS1,-0.898931361
ZNF746,-0.848415619
GNAS-AS1,-2.817922667
AATBC,-2.333707319
PKIA,0.799191324
SUGT1P2,-2.308594322
ACRBP,0.751996466
MARS1,-0.256773729
ENDOG,-1.413507083
URM1,-0.641808751
TSN,0.60903787
RSAD2,0.727872413
NUP214,-0.660002519
ITGB7,-2.290939574
EARS2,0.724566039
RASAL1,0.861748176
ANKRD13A,1.01091529
C11orf80,-1.598615641
MIR4505,-3.682053885
SRRM2,-1.30495174
KAT14,0.598489924
LINC01133,-0.966627626
TNRC18,-1.261130786
EIF4A2,1.229619415
HTT,-0.79575266
BIN1,-1.794825198
C11orf58,1.092758275
REC8,-0.575034156
KIF9,-0.625135482
RPS29,-0.539947874
FAM200A,0.800681124
C5AR1,-1.236332446
SSBP4,-1.042313526
NLRP1,-1.079388937
HSD11B2,-4.252520392
ZNF343,0.591996002
SLC25A29,-0.973630661
SEC22A,-0.831396929
MRPS5,-0.394220522
MUC6,-2.362715688
GFOD2,-0.772518087
WRAP53,-1.08798227
TBC1D3L,-0.881359461
EXOC8,0.75823224
CHRM4,-3.334377286
MFNG,-0.625281089
DOLK,-0.634193778
ANKRD18B,0.481916624
RTEL1,-1.440098162
RSBN1,1.269600881
OBSL1,0.628083934
CCDC106,-0.846129423
ERCC2,-0.854010297
SEPTIN8,0.577070192
ZFAS1,-0.600041221
MFSD5,-0.908219967
PHF3,0.961353301
MIR210HG,1.221323636
BUD23,-0.331284665
ANXA7,1.070245986
PTCD3,0.60291768
RPL22P4,-4.200750874
STAB1,-1.440393257
AASDH,0.95228158
NUP107,0.934826328
RAB21,0.752941287
LRRC58,1.10732875
TIMM44,-0.420830595
ZNF396,1.211238899
RIOX2,1.054193886
CIR1,-0.497679452
UBQLN1,0.470325589
DHRS4-AS1,1.490876638
CLUH,-0.915447797
RETSAT,0.616370381
PGAM1,1.088292461
ZFP62,0.481250886
DLGAP5,0.9164951
MAMDC4,-1.282291593
TBC1D24,-1.012842708
MIR5192,-1.650456988
AFG3L1P,-0.532222714
ITGA10,-2.338843569
ARL15,1.447027054
RBIS,-0.698907965
CD109,1.849646573
PPIL4,1.311841606
RAB1A,1.060024294
TMEM131,0.711659271
NBEAL1,1.281313339
KDM4C,0.805031355
SLC25A11,-0.930795834
COBLL1,1.131893345
GHRL,-2.133105505
GNS,1.11503844
CLPX,1.225853872
FLJ13224,-3.551205587
NUP62,0.418501152
C3orf38,1.341400013
APPBP2,1.274001845
PHYKPL,-1.224053654
PRDX3,1.248789287
LANCL3,0.77257567
SFXN5,-0.927683092
C14orf93,-0.636538463
RPL21P134,-1.86516666
PRDX1,-0.566736763
RIPOR1,-1.186587906
GPX1,-0.436388915
SLC35F2,1.915750127
SMAD2,0.647977257
ZNF407,0.662264407
JAK3,-1.770392491
ZRANB3,0.837417881
CDC42EP1,-3.54441114
KIAA0100,-0.534114233
HSD17B4,0.710275994
TMOD1,0.477657318
SMG5,-0.923621742
ANKHD1-DT,-0.974858614
CIRBP-AS1,-1.750130912
SELENOI,1.152846361
IL16,-1.373239076
SAMD9,0.874413788
TRIM4,0.731407049
GPT,-1.14057824
SLC2A3,0.506722027
CCDC93,0.812863856
FAM120AOS,0.533300024
MLLT10,1.11329081
SPAG5-AS1,-2.017542358
RPL26P19,-0.568675256
H2BC5,-0.897018867
SRPRB,-0.715330137
MED27,-0.894021241
MAP2K3,-0.372475363
ZBTB46,-2.010372586
AGAP13P,1.546498476
AGAP2,-0.673326148
KLF6,0.662330798
WAS,-0.678017058
BMI1,1.017773638
SLC25A26,-0.682673665
RHPN1,-1.434087038
STAG3L4,-0.626614767
ERCC6L2,0.629066498
WASHC5,0.961964104
AGK,0.936878639
MIEN1,-1.250612973
ZNF433-AS1,-0.800837242
TMEM8B,-0.935714317
TCAP,-1.384809094
USP38,1.099060322
EIF3M,-0.46012891
FAM172A,0.82801925
CLP1,1.202890432
PLXND1,-0.946448177
DGLUCY,-0.534598169
TTC28-AS1,-0.68784984
CD300A,-0.839875844
IL7R,1.459653422
HJURP,0.601570757
MYO18B,-1.228341074
BORCS6,-0.865184809
SLC39A4,-1.061247795
GK,0.952730564
OSBPL9,0.876112065
MAML1,0.554813557
RNF121,-0.510636328
PFN1,-0.561541264
SUPT6H,-1.179098826
FAM72A,1.192620168
SPIB,-4.321243473
THAP1,-0.646645957
PKD1,-1.551715361
NTN1,-1.29233283
H4C3,-2.503601305
ANP32A,-0.567257468
EMILIN2,0.657977521
LINC00667,0.787098844
ERAL1,-0.412192519
TFAM,1.010164673
MARCHF5,1.173018284
ABCC6,-1.85431364
MRPS18B,0.644339046
TMEM65,0.961019833
DEGS2,-1.813874369
FAM161A,1.443798807
ZNF784,-1.142392325
SPATA5,0.884875986
TMEM104,-0.931273665
C18orf25,0.471725702
COG4,0.47262192
TRAF2,-0.808278889
YY1,0.529616903
ATXN1L,0.605852279
TPRN,-0.71070262
ZCCHC9,1.109441833
DNAJB12,-0.482291305
CLEC2B,-0.621390444
ALOXE3,-3.712664313
PEX11G,-0.87751872
TSPAN3,-0.476550911
PLA2G4B,-1.784562784
SHLD2,0.646479408
INTS12,0.958359953
MBTPS2,1.277257827
ERMP1,0.65542795
KRT10,-0.754988934
SAMD1,-0.757448739
CERKL,4.062924154
PDIK1L,0.618636894
ICE1,0.779993811
RNF123,-1.204034096
FAAP20,-1.031201695
RGS5,-1.067832022
CNTLN,0.628376179
TSPAN4,-1.074955096
INTS5,-0.773985905
CDC37,-0.803285613
ZNF202,0.745179649
SLC25A33,-0.817216109
FGFBP3,-0.639091373
SLC27A5,-0.989521464
EIF6,-0.473135043
PARL,-1.448517947
RHOT2,-1.035602347
SCAP,-0.982846855
PIM3,-1.155225855
PLEK,1.455831458
DYNC2I2,-0.984860478
RPL22P2,-3.103041486
DSC2,2.788775568
C1orf54,-1.22406815
TP53INP1,0.706238909
UBALD1,-1.097866388
MED29,-0.392858583
ADCK5,-1.103146562
WBP4,0.421790265
RIDA,-0.518629082
EVI5L,-0.912244536
TMC5,-0.755561209
SLC25A40,1.328928972
BTBD10,1.171809459
RPUSD4,0.562911922
BBX,1.074667075
PNPLA7,-1.600092625
MT-RNR2,0.836366461
PHC2,-0.543089461
COL9A1,3.950741071
CBFA2T2,0.506199068
NXT1,-0.678249832
MEGF6,-1.69832083
MLC1,-0.574392668
UBXN11,-0.892023785
QSOX2,-0.543836197
LINC00630,1.532501833
PHETA2,0.798314814
CEP63,-0.596215262
CAMTA1-DT,-1.55128862
ATE1,0.787460712
AK4P1,2.691600577
RPL22,-0.39377137
STOML2,-0.405022705
NUBP2,-0.521148005
TMCO1-AS1,-0.844889381
ERCC8,0.745910489
KTI12,-0.738861468
RPF2,-0.59078236
PRCC,-0.321806182
SRSF5,0.961870323
SEC22C,0.51383826
SLC35G1,1.700742963
MTCYBP35,-2.285308947
CHCHD5,-0.714240929
DIPK2A,1.058967102
TMEM150B,-3.589210948
CEBPB,-0.447243144
NEFH,0.583682561
NEU1,0.506319255
WASH7P,-0.871869551
ELMO1,0.820880307
ANAPC4,-0.600901685
CHAC2,1.229785643
FAIM2,2.768623312
SLF2,0.920922663
NPEPL1,-1.27552872
JARID2,0.486905882
OST4,-0.580461679
SFXN4,-0.834702189
CRACR2A,-0.708250221
LGALS1,-0.669021586
HOOK1,2.404266507
EIF3F,-0.460484296
LINC01118,-4.001123793
CLDN15,-1.060177847
DNASE1,-0.751186792
MVP,-0.6651794
PRUNE1,1.209270648
CREB1,0.558420419
ZNF267,0.559906902
CEP162,0.889392719
ERCC3,0.674573875
MYSM1,0.748016048
RAB8A,0.894649777
TSPAN33,-1.178949998
CD320,-0.85583182
ANKZF1,-0.373882323
KRT8P46,-1.585178223
NKRF,1.039010427
NONOP2,-2.054736686
EXOC6B,0.93695687
P2RY2,-2.2095156
ARFRP1,-0.551077844
AJUBA-DT,-1.283575319
TBC1D5,0.950215847
KDM5D,0.616936898
CKAP2L,0.81232255
SH3TC2-DT,-1.300637654
MOB4,1.066667884
ANXA1,1.260740027
EPB41L4A,0.733669599
KANSL3,-0.554349732
RASA3-IT1,-2.741281783
ZNF629,-0.725376804
SEPTIN7P13,1.967795012
DRAM1,0.538184979
TSPAN5-DT,-0.83226902
SLC41A1,-1.037671185
TARDBP,0.839062246
B3GAT3,-0.819840692
ME2,1.290891608
SRM,-0.511452314
SELENOH,-0.835272181
PALB2,1.106972129
PHB2,-0.333838368
MTMR4,0.927660242
GSK3A,-0.771204308
ARMC7,-0.586627089
SCCPDH,0.742337521
DDX49,-0.511415481
B3GALNT2,0.975989281
DPP8,0.643573584
FBXW8,-0.859354341
RCOR1,0.753710818
MGAM,-1.911214762
ATF4P3,-1.251745011
NT5C3A,0.754234133
RAF1,0.825133549
MEX3A,1.019487406
CPA3,1.500385642
CYLD,0.713930908
MIR3194,-3.425870309
CLOCK,0.893512743
LEMD3,0.664084721
CRYZL1,0.502105068
SLC66A2,-0.922830609
C12orf29,1.174494323
UBE2Q1,0.592127236
CCND1,-2.39109362
ZBTB10,0.984969703
NEIL1,-1.125772201
HYLS1,0.937253683
ALDH7A1,1.053160201
MRPS21,-0.398461068
LATS1,0.873034491
HSD17B10,-0.427611726
TRAPPC2B,-0.95271754
PRR7-AS1,-2.005187305
GPATCH2L,0.592629743
ZNF345,0.929801402
QRICH1,0.517358017
MGAT2,4.071199238
RN7SKP255,-2.711178106
FXR1,0.839726799
ZMYM1,1.416434872
TAOK1,0.69729752
PLCD1,-1.664345818
XRCC3,-0.591356458
CLEC12A,-1.227126546
U2SURP,1.017649317
ARMT1,2.122037503
PCGF5,0.810569935
PCNX3,-1.173163105
BMPR2,0.619076922
SCUBE3,-1.529077823
LSMEM2,-2.841963225
MIR223HG,-0.815892256
TMEM250,-0.386365052
DNAJC1,-0.514829568
FNTB,1.175548364
SLFN12,1.75121105
COA5,-0.4173487
TMEM165,0.996107948
TECRP1,-3.175292159
COX7A2,-0.559646471
RAP1A,0.982605937
PDE1B,-1.364383103
BORCS8,-1.194011297
ZNF649,1.393351592
CCND2-AS1,-3.061107597
GTPBP6,-0.777815227
TELO2,-0.969343603
DLGAP1-AS1,-0.656980958
EEPD1,-1.071774807
NUP37,1.077374349
SDHDP6,-1.773942371
TET2,0.844299339
CCNT2,1.032573784
PILRB,-1.304282224
CYP2D6,-1.485507891
ANKRD40,0.663908179
RNASE1,-0.574223503
GOLPH3-DT,-1.526142936
GALE,0.507020087
EDRF1,1.009654031
RIPK1,0.483313464
SORL1,-1.013652688
ZUP1,1.376726449
TRA2B,1.006338658
TTI1,0.628606957
CHURC1,0.725120104
RAP1GAP2,-1.812492883
CD164,0.836134961
MAST1,-1.132050106
TIPARP,1.047543149
FAM20B,0.506791299
PHKB,0.513431529
AHDC1,-1.159999385
ZXDC,-0.371868026
ZNF691,0.654930744
AGRN,-1.024124559
C11orf21,0.558069986
SLC35B1,-0.525563168
TEF,-0.963333221
OXLD1,-0.568433571
CCDC57,-1.188815327
SLPI,-2.46097573
MRPL45P2,-0.624697392
PPIAP31,-0.872143325
RNF145,0.961790327
FANCM,0.940084671
ASB16,-1.64649614
PLEKHA8,0.715311017
RN7SKP203,-3.119427227
UNC93B1,-0.761447543
PLGLB1,-1.18327672
NOLC1,0.488893485
PTGES2,-0.761950559
CTTNBP2,0.764218297
MRPL24,-0.541447244
SEMA3G,-1.531435317
IDUA,-1.170238173
CINP,-0.523759724
DIRC3-AS1,3.82661246
SLC52A2,-0.987368754
RGL1,1.567824979
ZCCHC17,0.617550219
ALMS1,-0.397951681
MBNL1,0.923570981
MRPL12,-1.531602798
SLA2,-1.56113639
ASPDH,-2.643570211
MIR941-5,-2.54077791
KLHL30-AS1,-1.303345486
PARP12,-0.559591447
UTP6,0.8169366
LINC01596,-1.414848721
SAP30L-AS1,-0.972572187
WASH5P,-1.020501287
ATP5PD,-0.631852726
APOLD1,-0.812374601
DDX17,0.573972053
GALT,-1.022387427
RARA,-0.901059963
TMSB4Y,-1.614737264
APH1B,0.801945797
CXXC5,0.510473019
SNAI3-AS1,-1.148081393
VAMP4,0.751501813
SNX1,0.657092865
TMEM63C,-1.492049454
SPSB3,-2.04714888
VPS13B,0.775063709
C11orf49,-0.707762262
MELK,0.822083133
PMF1,-0.975001563
AMDHD2,-0.93871367
SNAPC1,0.920104713
DPYSL2,-0.756342021
APOBEC2,-2.701573833
LPCAT4,-0.566497024
TP53BP2,0.882966914
OARD1,-0.380866138
TAMALIN,1.660245514
PRPS1P2,3.891771453
ST3GAL3,-1.111898881
MKNK1,0.33324367
MPP1,0.876556744
MHENCR,-0.872506087
DNPEP,-0.549194302
FBXO7,0.732273672
EIF2S3B,1.435727945
UCHL5,0.873286378
ATG2A,-1.198474108
PIP4K2B,-0.697057354
MIR941-1,-3.37528126
LINC02043,-1.243620693
SYN3,-1.796327301
LRRC47,-0.468191326
XAGE2,1.471977823
ZC3H4,-1.084563725
TIFA,1.556729743
CHRNB2,-2.619902076
C1orf216,-0.614586325
TOLLIP,-0.817909638
PSPH,0.798147997
ATPAF1,0.5569372
POLE,-0.855262822
HPGDS,0.433231974
GALNS,-0.973531263
ZNF750,-2.095948014
TGFBR3L,-1.460512559
ARL6IP6,0.783499286
ACACB,-1.048216595
MTDHP3,-1.680778423
NDUFAF5,-0.614471166
LTC4S,-2.215462658
TUBAP2,-1.045416654
TMEM123,1.454248564
NFE2L2,1.047171832
GBP5,0.754873552
CRTC1,-1.228496591
NOP14-AS1,-1.093629949
ATMIN,0.612531891
EAF2,-0.881487003
RPL19P16,-1.062439181
PLPP1,1.356050202
UBQLN2,1.048961483
CTU1,-1.451273311
LYAR,-0.461397664
RASSF3,1.108294699
IFNAR2,-1.085876688
SLC39A11,-0.426080397
RAB27A,-0.819679686
FAM89A,0.511758447
PRSS57,-1.003509265
ZNF205,-0.758564373
LARP4,0.540388092
BBS10,1.190951424
WASF1,1.116479063
LINC00174,-0.827734577
CNTNAP2,-3.36261186
TSPYL4,0.878039326
RHOA,0.802680496
RPL27,-0.514811725
FBXL3,1.338717954
UFSP2,-0.710684492
TNS2,-2.03783771
MTSS2,-1.318255531
EPDR1,1.077624432
TRIQK,1.401683697
ZNF7,-0.403686347
RANP4,2.545316329
EIF2B3,-0.405955396
CD38,-2.062981084
SPTB,-0.954607537
ZNF567,1.328197314
CLEC18B,-3.506935587
ADAMTS4,-2.736618313
USP4,0.485019831
ADORA2B,0.777819861
CEP350,0.635394992
ZNHIT2,-0.935639853
RPL3P2,-0.566004514
LINC01126,-3.738331406
ZNF18,0.698193035
KRCC1,1.464801509
C1QTNF6,-0.868527625
EIF1AD,-0.665414577
BBS2,1.016861015
AKIRIN2,0.977096979
CORO1C,0.396324904
ELOF1,-0.622091438
YBX1P10,1.0715594
GTPBP1,-1.230684389
SPRN,-3.96872396
BANF1,-0.452627768
GSTT2B,3.476149825
RBBP4,1.120918861
HNRNPA3P6,0.859857529
MDN1,0.729436542
KIAA1549L,-4.538415802
PIGU,-0.950928433
IFITM3P5,-2.07044033
SUGP1,-0.448605571
NOTCH1,-1.340645454
SEMA6B,-1.84219477
ZNF326,0.464846007
CCDC88C,-1.088432599
ZMAT2,-0.456968908
ZFX,0.708075586
ATP1A1-AS1,-0.560213706
RPS3AP21,-1.962749606
DDN,-0.984963177
RN7SL381P,-1.674969132
CENPH,0.624571366
CAPN5,-0.960283074
YARS1,0.334077696
NAMPTP1,1.542903722
LMO2,0.501037736
RPA1,0.907015293
LRP3,-1.597131806
CTBP2,0.855404022
CHRNA2,-3.241999488
TUBE1,0.705092084
GPR37L1,-2.46425288
KCNK7,-2.411587988
NEDD8,-0.98333693
BSG,-0.416862439
OR14L1P,3.104883355
GEN1,0.547127142
TNNC2,-1.991817532
ANKRD11,-0.903958016
CYB5R1,-0.43087123
DROSHA,-0.410225449
MRPS10,0.721532409
MAPKAP1,0.507074652
TRDC,-2.819156321
RFFL,1.147814438
TTLL11,-0.690074299
CACNB3,-1.60716253
HNMT,1.714456515
LIME1,-1.519839292
LBR,0.739345301
C17orf67,-1.074456783
MCUR1,-0.480495027
S100P,-1.943695766
LINC00565,-3.934306597
SPNS1,-2.016231542
IFIH1,1.014387987
TAF1C,-0.933469025
NKIRAS2,0.850259504
LMBRD1,1.231109949
KDF1,-4.502774195
MYO5A,0.894218883
CCNL1,1.046073554
HGH1,-0.881264974
TSC22D2,0.756567372
SPDYE17,-3.726377791
NECTIN1-AS1,-3.999392558
GTF2F1,-0.581822878
SLC35A3,0.759145769
SH3TC1,-1.537906555
NAP1L1,-0.412008066
IGFL1P1,-1.614047729
TSPAN10,-1.764978478
B3GALT9,-0.809449057
