ID,log2FC
SOGA1,-1.647273863
CABP7,-2.828344724
NCOA7,1.043239706
NUP205,1.430514395
COMMD5,-0.79584078
ASAP1,0.929177832
ZNF653,-1.108498149
NCSTN,1.094772699
CHST12,-1.041630152
CBLB,0.870438525
SGO2,0.904695361
PPDPF,-1.304959882
PRIMPOL,0.929279004
SRSF10,1.067874418
MED25,-0.806841333
CCSAP,0.894174628
DENR,1.027581879
UCKL1-AS1,-3.112942352
RPS13,-0.631065794
RBM39,1.153341474
HNRNPR,1.223237596
SNAI3,-3.249427517
TMEM69,1.064703523
SNX24,1.054706502
ZNF787,-1.083074748
LIN28B,2.05597545
DGAT1,-1.648236124
P2RY11,-1.374098579
RALGPS2,1.361218745
MS4A3,-1.688057309
MBOAT2,0.932316505
JUP,0.532725999
ANXA2P2,1.257253742
BCL2L12,-0.646053164
ABCC13,-1.255027531
MARS2,1.86940315
ETNK1,0.894669343
IFT43,-0.935108401
PGRMC2,0.816019478
COTL1,-0.719497006
KIF18A,1.58521059
ROGDI,-0.85492345
GTDC1,0.820902096
CCDC112,1.373256416
MAST2,-0.647690683
ZDHHC12,-1.034618586
SPDYE2,-2.352275437
FUCA1,1.086760826
SPATA33,-0.846768203
TIMP3,0.607526627
EMC8,-0.666260267
UBE2D3,0.685384409
DEPDC1B,1.411277299
ABCD4,-0.579601054
MAN2B1,-0.677310416
ART1,-4.885101389
ATRN,0.713112689
SPIN3,1.773153113
TKFC,-0.840760402
MIR4435-2HG,-1.001890335
PITPNM2,-1.322949631
LYPLAL1,-1.087070225
DTNBP1,-0.651475091
N4BP2L2,0.882154498
MCMBP,0.660687281
TACR2,-2.215477973
TTC33,1.510963515
QKI,0.857871814
TNPO1,1.051570402
LAS1L,-0.397734919
DUS2,-0.564356068
ELP6,-0.455879611
RPL5P17,-1.527471485
DIAPH3,1.229246773
SERTAD3-AS1,-2.037212021
CHRAC1,1.219462111
KCNG2,-2.907228145
KLHDC10,1.018040875
FAM135A,2.712150614
RYK,1.250522393
UBTF,-0.690854668
FAM209B,-2.149539974
CPD,1.176238088
HNRNPK,1.320255674
MIIP,-1.062197109
ALG13,1.214145597
NDUFA13,-2.139022795
ESPNL,-3.021295665
RPL26,-1.378021413
KRT18P31,-2.808316889
GOSR2,-0.570534425
HNRNPH1,0.866070699
HCFC2,1.102092586
PLCXD1,-0.867870644
EXOSC7,-0.526488916
CENPK,1.873936865
GSDMD,-1.183097149
GBE1,1.85438415
USP12,0.710502068
BRWD1,1.087611261
FCGR1A,-2.94027256
PTH2R,-0.698317779
UQCRHL,-1.050205073
SEC63,0.927895858
VDAC1,1.531070812
GPR137,-1.133300497
SESN1,1.371965598
FNIP1,0.976901937
ZNF521,1.322795957
CATIP,-1.255799622
PARP14,0.908173894
IFNGR1,2.085241825
EFHD2,-1.157023339
PSMD5,0.886655233
DND1P1,-3.060104401
PRELID1,-0.437645652
GGCT,-0.555792981
GATD1,-1.392581851
DNAJA2,1.426272357
PKMYT1,-1.019347064
STK38L,1.177164484
CACUL1,0.985586983
EDDM13,-1.910560393
TCF7,-2.141816374
LINC01970,-2.827714833
RFNG,-0.969458223
HSP90AB1,0.848979037
SEC31A,1.619024668
VSIR,-1.408513717
PSME2P2,-2.247839486
HNRNPA1P16,-0.671990642
SAMHD1,-1.26873654
DDX19B,-0.741927489
YWHAZP2,4.287784352
ACADSB,0.903848522
NARF,-0.818960529
FECH,0.838605318
WDR81,-1.231027177
SEC61B,-0.769031813
SLC25A24,1.968987789
PEF1,-0.75446394
TRIM33,0.863294129
ATP6V0A2,0.652010394
SRFBP1,1.599986753
SKP2,1.055762387
TNNT1,-1.305798034
FRRS1L,1.887865513
EZH2,1.15426802
BIRC6,0.667039114
H4C6,-3.965375224
NAMPT,1.575814228
MST1,-1.130998216
ZNF576,-0.98978177
SLC43A1,-1.36636332
COP1,1.017380672
KDM1A,0.576532464
BCLAF1,0.831888212
C2orf42,1.248427322
BLVRB,-0.769447224
ZNF615,1.982231068
ABCA7,-1.617679091
PRADC1,-1.113168625
NAP1L1P1,-1.651952411
ZNF121,-0.665919538
SPIN1,1.436008989
SNHG3,-0.615032428
EXOSC8,-0.628879638
LIN9,1.135729626
RRAGA,1.036064031
PA2G4,-0.471872372
ZBTB43,1.025465692
CLTCL1,-1.60203822
UBR1,0.730942119
AK3,1.476149396
SYS1,-0.739907155
RCN1,-0.676646971
H2BC21,-1.460390341
LAMTOR2,-0.868484031
ZNF564,1.697098593
RPL15,-0.648917106
HUWE1,-1.530963866
BMS1,0.407986434
ATP10A,-2.48726944
ZDHHC20-IT1,-2.33430539
ASPM,1.028730991
SFI1,-1.331049878
KBTBD8,1.452836692
HBG2,-1.576289447
CEP120,1.596654469
PRG2,1.011800213
BEST3,-1.875186513
TMPO,1.003519122
MEF2A,0.991390438
TMED7,1.389877391
TREX2,-3.699317795
PAPSS1,1.97514387
KIF27,1.469241654
MED21,0.821779869
DNAJB6,0.569109681
ADAMDEC1,4.264251157
ADRA2A,-2.334383961
SRCAP,-1.663758141
MACROD1,-1.289903485
NPEPPS,1.156362924
SLCO3A1,-1.372724857
FEZ2,1.360399177
IFITM10,-2.81260683
SHQ1,1.54346826
MTX3,1.38797287
GPS2,-0.863254644
CAVIN1,-0.93185335
COMTD1,-1.484712661
PANK3,1.193955136
IQCE,-1.036866603
UCA1,0.868391504
HMGB3P4,-1.821878822
PPP1R18,0.809818419
RNF166,-1.16094548
AGPAT5,1.201806042
GTF2I,0.944527448
TAF4B,1.849613838
CRY2,-0.868222518
TBK1,1.835777776
HAUS3,1.305420319
SLC19A1,-1.195802349
SBF1,-1.270229786
PRKX,1.165638772
SDHAF1,-1.079535542
ERLEC1,1.230384077
INSR,-0.573307158
CNIH2,-3.832832296
SPP1,2.470062197
PVT1,-0.61435614
ACSBG1,-0.536814386
TMEM168,1.126756484
PHLDA1,1.467185754
VTA1,1.604684758
SEC23B,1.091525599
RPS18,-0.691210039
ZNF117,1.152921406
ZFAND6,0.845555176
CPNE3,1.648148329
DCTPP1,-0.907435993
FN3K,-1.227892595
PPP1R21,0.949340115
DNAH1,-2.126620496
SMIM6,-2.823671624
APOBEC3F,-1.241199451
EIF2AK1,1.045407558
COA3,-0.980907246
GBGT1,-0.925580085
RPL13AP25,-1.325598555
CHRNG,-1.500493561
NDUFS1,0.994729843
ACSF3,-1.057122443
CCNG1,1.347247287
EIF4EBP1,-0.534729303
RSKR,-1.196389829
FAM193B,-0.968715448
CYFIP1,0.963029624
TP53,0.615565879
TOP1MT,-0.829546596
CCDC154,-1.688923877
RAB26,-3.067110117
ZDHHC21,0.991570576
SEPTIN1,-1.237117872
TRAM1,1.219859989
QTRT2,0.883775982
ZDHHC6,0.967812228
FTH1P11,-1.55441314
CABLES2,-1.075292783
SLC25A21,0.72410606
SPDYE5,-1.977967196
CMTM6,1.17052252
SASS6,1.149953471
ZBTB14,1.663905866
INKA2,-0.873634332
CCDC77,0.844602531
TSPAN17,-0.720308416
GSPT1,1.286237049
HMGN1,1.412254891
SLC20A2,0.669003144
ASAP3,-2.477816706
SLC35G6,-2.828283366
TPPP,-2.216662536
SF3B1,0.854285875
RBMXL1,0.983024328
NIPBL,0.978477898
GTF3C5,-0.679696611
HSPA6,-0.723563414
NFIL3,1.688205374
LINC02012,-1.681566866
POLR2J,-0.757407091
LAMTOR5,-0.696301741
ATP6V0D1-DT,-1.521922959
WDR25,-1.007404226
INPP5B,0.741199514
RP9,-0.787838196
TONSL-AS1,-1.914289358
SCIN,2.119572284
TBCD,-1.089551493
LACTB,1.20466507
RESF1,1.298848668
VPS35,0.998602834
RPL10P16,-0.995664889
GFOD1,-1.191293831
PCMTD1,0.661667077
KIF21B,-1.394250281
WDR46,-0.948416968
DDB1,0.599962094
ANAPC2,-1.272124008
CSNK2B,-1.214558627
CDHR5,-3.152054882
FUBP1,1.429723491
MSL3,1.122844229
AP4M1,-0.682194843
ENO1,0.97970001
CENPC,1.465280197
RTN4IP1,-0.619916265
NFYB,1.061449777
NFAM1,-1.963525814
LRIF1,1.485024357
LARP7,1.300367526
IL6ST,1.176209389
ZNF436,1.680021118
MAP2K2,-0.972230231
PROS1,0.724644845
MOB3A,-1.109125093
GCFC2,1.412359375
CYP2D8P,-2.49103462
PLSCR4,1.622519138
H4C13,-2.661661048
FBXO8,1.976309284
COPZ1,0.755851629
YTHDF3,0.952286059
FAM8A1,1.092527949
ACAD8,0.715804501
ELOVL5,1.309030392
RIMKLB,-0.605758378
N4BP2,1.366613265
EFTUD2,0.492891309
COL17A1,-1.573381763
ULK4,0.959096939
PPIF,-0.57759617
SLC34A3,-2.224119433
BRD7,0.790512752
ZNF41,0.975464075
LONRF1,1.508181959
RGS9,-2.364538917
VWF,-1.313687478
STX4,-0.654281694
BCKDHA,-1.310752964
TRIM52-AS1,-1.301704242
BMT2,1.652599412
RYR3,0.944782492
NCOR2,-1.69239302
LMO7,1.035522072
CALCOCO2,1.086399497
MIS18BP1,1.852903496
HELZ,0.908462927
DRG2,-0.476194721
EME1,0.702524541
SCAMP1,2.03752269
NMRAL1,-0.678264534
EFCC1,-2.874269901
SLFN11,1.224637546
C2orf69,1.338640847
ZDHHC7,0.693630552
ATR,1.616168704
NUDT16L1,-0.999466568
JOSD2,-1.559695932
SUDS3P1,-2.08240719
TBCEL,1.026580092
PAPSS2,2.459099862
TRAPPC6B,0.901918376
SAPCD1,-0.762102271
ELOA,0.819194336
BARD1,1.652526319
HSPD1P4,4.080424947
RNF2,0.869795094
IFT74,0.926621553
MIR29B2CHG,-1.371473457
RPL37,-0.659957558
CNOT8,0.967134111
E4F1,-1.072428465
YBEY,-0.916990264
SIGLEC16,-1.605704946
FAM133DP,2.033121968
WHAMMP3,1.184935976
MED19,-0.915262811
MAST4-AS1,-0.973710615
NFKB1,1.17281873
SSR1,1.16130259
CHADL,-3.975478234
CEP57L1,0.741747579
CTH,1.502761051
TMED5,0.995658325
TRIM38,0.68425331
MICB,1.099779738
XRCC2,0.693357802
RGS6,-0.841812243
INF2,-1.356676933
HPRT1,1.111136638
ANKRD9,-0.849984227
MED20,1.438108624
TMEM161B,1.026625475
INTS14,0.921924
CEP170,1.10024001
RNF39,-1.543639828
SAV1,0.818587267
AMZ1,-2.487378809
NCBP3,0.518557775
RHOT1,1.328621682
GTF3C6,-0.570695777
AFTPH,0.970927153
POLR3E,0.514184171
CDC40,1.231659999
ZSWIM9,-1.077828166
LINGO3,-2.005675446
POC1B,1.223395701
LARP4B,0.551441186
F2RL3,-1.320440353
BRMS1L,1.055462239
SNHG22,-1.484757158
MORF4L1P1,1.405289744
RAB11FIP1,0.876688688
ZWINT,0.478706868
C15orf62,-1.461934929
BORCS7,-0.786019509
DAP,0.653972134
CDK2AP2,-0.636726692
HECTD3,-1.072006079
ZMAT3,1.030538651
NOL9,-0.543664155
EMID1,-1.156093208
ZNF180,0.980094065
PLS1,1.435739731
NHLRC3,0.963742744
CD55,0.932589169
RCC1L,-0.611001962
WDR44,1.679405686
COL5A1,-2.321539926
CD99,-0.501608407
ROM1,-1.661087711
INVS,0.805407215
MIR3677HG,-1.977953759
MXD1,0.764886543
COPE,-0.315976374
FDXR,-0.991697534
E2F3,0.751369423
RBMX,0.927924623
RPSAP9,-2.194894083
CTSL,-0.523138026
ZMIZ1,-1.11501891
GRSF1,1.017472435
SPTSSA,0.995326032
SMIM7,-0.957267247
MYL6B,-1.112489597
FCGR2B,1.455836367
SHARPIN,-0.931428008
SDAD1,1.149496202
MAP7D3,0.859627858
SEL1L3,0.440557356
DYRK1B,-1.204975725
MPST,-1.18135913
SV2A,-1.916111511
PDK1,1.054216931
CHML,1.46145299
PLCL1,2.021518894
ACAP2,1.019249275
SNRPA,-0.477794589
EEF1A1P6,1.427475022
CSGALNACT1,1.345819752
ST6GALNAC6,-2.03897445
USP7,0.793146521
MIOS-DT,1.337424715
RSU1,0.926660411
FUT8,0.982879793
SPCS2,0.733028061
KATNBL1,0.922664782
ZNF771,-0.99299195
FNBP1L,1.124957156
TMEM18,-0.548672455
AASS,1.021287848
FAM117A,0.447865572
ALOX12B,-2.08461052
HIGD1B,-2.708490976
GNG11,-0.840941144
CCM2,-0.493389962
PNPT1,1.111553345
TSSK5P,-2.223753017
UFC1,-0.582652889
DDX59,0.851748203
GYPE,0.788512293
RPL23AP42,-0.862226342
RMND5A,0.679990144
AGGF1,0.828465231
PINK1-AS,-2.03802292
TUT1,-0.666564809
DDX42,0.521281607
CRAMP1,-0.703861063
EXOC3-AS1,-1.330277619
PLCB3,-0.801630757
PGM3,1.055662846
PHACTR2,0.90088179
IST1,0.607072383
EEF1DP1,-1.89173655
ZBTB37,0.667945628
ZSCAN30,0.82497988
ALAS1,0.652121021
DEAF1,-0.847253433
VCPKMT,1.260821892
PNPLA8,1.863804381
FARSB,1.190914018
SSPOP,-3.579206559
ABHD14A,-1.386157065
ACP2,-1.035175683
TASP1,1.100662495
MIR1302-9HG,-2.483428125
ZBED5,0.955252912
TENT2,0.709593414
HEXD-IT1,-1.634231266
RSRP1,0.79197586
SPRTN,1.11277965
RAB2B,1.572455825
YPEL5,1.159031039
LINC00623,-1.172060424
ALKBH2,-0.438825396
MRPL36,-0.716539425
STXBP2,-0.872040454
FBXO43,-0.933215371
ZCCHC2,0.620956065
CACNA1H,-1.873525133
RIOK3,0.787683699
NPM3,-0.56934908
RPL24P4,-0.557198298
CCDC91,1.256054279
ATAD3A,-0.825167771
NEMP2,0.871680131
FGGY,1.11625752
ZNF280D,0.93940387
NSMAF,1.090781959
MCU,0.899436072
PEX14,-0.58294158
PRPF39,0.986310763
NUB1,0.835828707
TRG-AS1,-1.137283105
SOX15,-2.095241128
ZNF721,1.116721272
RAD54L2,-1.417912794
TIGD7,2.026887762
ATP2B4,-0.594940198
ZNF84,0.965269379
HM13,-0.827236052
YTHDC2,0.74510471
DDX19A,0.566198972
HIPK1-AS1,-1.443056961
LOXL3,-1.027370698
POP1,0.575558045
RBM42,-0.657452014
GPN2,-0.807565943
KLF4P1,-2.263990026
NDUFS4,-0.73166782
CDC14A,0.953035671
PSMC3,-0.38213665
SNUPN,0.928048394
CSNK1A1,1.086438673
RAB37,-1.024039377
SCRN2,-0.849767036
KCTD9P1,-1.57840833
MSRA,-1.300483992
SLC25A10,-1.755560213
PCF11,0.929091273
TTC8,1.041776985
DDI2,0.749209134
BTBD3,1.351696806
USP15,1.127933408
KLHDC8B,-0.678292902
PPP2R5E,0.633878632
N4BP2L1,0.80973317
TMEM229B,-4.087802062
ALOX12P2,-2.032054387
MSRB2,-0.619784146
RALGAPA1P1,1.58567754
PDCD7,0.766730353
DCLRE1B,0.642712036
KMT5A,0.542045564
TTC7A,-1.040311997
CITED2,0.626775262
FAM98C,-0.764075116
METTL15,0.961983921
P2RX2,-4.922713173
MED23,0.917698459
PFKFB3,0.800223079
GNA13,0.970011404
NCS1,-0.876848598
NUP42,1.182993076
TMEM25,-2.34149053
GRK5,-1.553046889
METTL7A,0.62644324
CEACAM3,-3.687482075
PDE4DIP,1.122859991
PCCB,0.706170082
PKD1P3,-2.341110055
KRT8P12,-0.861294832
RFX2,-0.980602903
SEC24B,1.213312362
CLIP3,-2.142453971
CASP16P,-1.986850784
MED14,1.102332565
STAT3,0.574307717
DNAJA4,0.57846976
OSGEPL1,1.33534311
GID4,0.875383098
ZRSR2,-0.612903452
AKT1S1,-0.965612744
KAT6A,-1.579440257
YDJC,-0.759161168
STK11,-1.179003264
ARL8B,0.601570807
GSDMB,-0.93628062
AFF4,0.654701834
N4BP2L2-IT2,-0.716743758
NSMCE2,-0.687923209
SELP,4.710259816
ZNF432,1.233578365
IFFO1,-0.754668334
CARD8-AS1,1.468009223
LRRC46,-1.332314357
THAP12,1.388193213
EXOC2,0.927943172
GPATCH3,-0.53687297
SLC35F6,-0.966183899
ZNF263,-0.407976985
DPP7,-1.18431583
USP43,-1.504077733
SSR2,-0.689422259
ATAD3B,-1.016654857
ZC3H13,0.817722707
CSF1R,-0.935433275
RFX3,1.517947421
NCL,0.403900344
ZMYM2,1.12475883
POP5,-0.504267657
SNORD17,2.027900677
UBE2N,1.096673673
ITSN2,0.891239173
BAG1,-0.487812986
SPART,1.295492655
AMFR,-0.487164551
ALKBH7,-0.901839224
DUSP11,1.129750407
MSN,0.873897578
ARRDC1-AS1,-0.775280746
SCT,-4.34963011
NXF1,0.589066809
UBASH3A,-0.848311917
STAT5B,0.425787901
SLF1,1.526954046
COQ4,-0.943870175
CCNY,0.658078837
H2BC3,-2.970534211
TPSD1,-1.487815316
NTHL1,-1.056795105
PPP1R12C,-0.848977957
RANBP3,-0.55356599
LINC02367,-1.989477716
VTI1A,-0.434895088
PUF60,-0.666344475
TMPRSS4,-1.641706897
C3orf14,-1.02954499
RPA3,-0.641014574
FKBP9,0.715885926
NCAPG2,0.730842993
ATP5MC2,-0.536223334
FAM13A,0.826491667
BOD1L1,0.862859661
LRRIQ3,2.906117439
THAP8,-1.230757353
TMEM44,-0.98213375
SMG1P3,-1.495548587
NCOA3,0.861812174
LINC01569,0.902434957
TNRC6C,-1.177895122
ZNF852,0.972359109
GFPT1,1.179537704
ARHGEF35,2.047453801
RPL24P8,-1.403448351
ZMYND8,0.401815382
HPDL,-1.056574073
CYP1B1,1.03561407
CCDC18,1.11353684
PIKFYVE,0.882880458
SLC25A48-AS1,-2.430516997
CDKAL1,1.141053353
SENP2,1.243679771
RAB7A,1.201958345
JADE3,1.401320454
GRIN3B,-2.498042179
RPAP2,0.828726554
NOP14,0.669276829
CAPN7,1.111229695
CDYL2,-1.216190729
GPANK1,-0.544196482
XPOT,0.935740452
MAD1L1,-1.847085842
GTF3C2-AS1,-1.948565567
DOCK2,0.755386523
SPPL2A,0.962726357
BCL11A,-0.728772343
ABITRAM,1.325742596
BBS7,0.928138143
RBM6,-0.380975574
MCM4,0.526602263
MYPOP,-1.101361628
NUDT19-DT,-0.72381896
UBE2G1,0.820021979
UBA7,-1.422775834
RPL7P1,-0.623151729
CHKA,0.723111088
TNKS2-AS1,-2.055255193
ARHGAP22,-1.102157578
COX6CP1,-2.155291287
ANKRD54,-0.778362109
WDR70,0.504559269
MTURN,0.477506984
CANT1,-0.504019758
HSD17B1P1,-2.345800888
ZNF395,0.662563801
COMMD7,-0.886160871
VPS33B,-1.173913779
MNDA,-1.412270025
PCBP1,1.279498554
STAG3L1,-1.806543924
USP22,0.66884854
FZR1,-1.136115149
NAA30,0.687303301
NFKBIB,-0.622296288
TUBG1,0.695240611
ABCD3,1.338888954
NBEAL2,-1.286658674
AGPAT1,0.832674239
HLA-F,-1.596326262
TLN2,-1.02660117
PPIEL,-1.116175663
ZFAND4,0.839729565
LETM1,-0.832187953
KCTD5,1.05768848
PPP1R9B,-1.64404587
FAF1,-0.591723918
KCTD20,0.693892791
RAB12,1.126561136
TRPM2,-1.569583571
LINC01033,-0.983079039
PTOV1,-0.997767392
ZFP36L2,0.980005555
DDX5,1.392141516
DOCK10,1.1456782
KRT1,-1.101855506
MTCO1P12,0.895674295
VEGFB,-0.885528679
PNKD,-0.605377461
PRRT4,-2.941087138
EED,0.807658446
SPA17,-0.724014631
COPB2,1.508551248
MGC16275,1.5196173
TRIM44,-1.019886289
RAB13,-0.935504225
H3C7,-2.888389684
PPP1R37,-1.348842068
PIK3R6,-1.218161446
CPEB1,-1.555720451
DCAF16,-0.520201796
GABPA,0.91754541
SCP2,1.534770611
WDR11,1.145826525
ZNF235,1.42046606
ALDH1B1,0.653180202
AASDHPPT,0.790989467
RELCH,0.820254442
NRIP1,1.295601417
ORC1,0.593826431
PALS1,1.059316102
COX15,0.664195081
PABPC4,1.194232936
B3GALNT1,1.136841549
JMJD1C,1.164652686
PRKACA,-0.841486984
SYTL1,-0.884410685
CYCS,0.668649887
CCDC122,1.827295675
DHRS7B,-0.69752325
BNIP3L,1.000252397
CCDC15,0.999926834
CCDC171,0.941507648
LSM12,0.770370334
TNFRSF14,-0.91929579
CMPK1,0.862777564
TEX52,-1.662339633
GPSM2,1.129356219
ZNF24,0.596628044
ARID1B,0.574219537
RAI1-AS1,-2.613459613
SESTD1,1.023952804
STX11,2.159185776
MAP3K21,4.499481043
PPP3CA,0.935875489
TEDC2-AS1,-2.554905068
CTSD,-1.038605061
MIR4458HG,-1.506606086
RBM28,0.806553245
APP,0.690695628
MT-TH,-0.875442307
TBC1D25,0.953665601
PNRC1,0.747934907
TOPBP1,1.151671761
LRRC37A5P,-2.584403313
CD83,1.040271516
HACD3,0.685876336
FTSJ3,-0.354146135
SMARCA1,2.396334004
RBCK1,-0.824714496
SERINC2,-2.174938728
SHLD1,0.73602172
AIFM3,-1.151401175
C4orf48,-2.291177917
CFAP410,-0.917410866
CAND1,1.007773013
GPATCH11,0.599644811
SPTY2D1,0.746946473
FAAH,-1.567343044
SF3A1,0.715279609
GDAP1L1,-3.895597505
ABTB1,-0.909550775
NR2F6,-0.591044568
PPWD1,0.967089213
NEURL1B,-4.721733844
TMC6,-1.34126112
MRPL43,-0.702758801
VPS28,-0.848516482
RAP1GDS1,1.004981761
CRKL,0.888286082
TRIM27,0.873939125
SPOPL,1.972993972
CCDC27,-1.721009042
VPS37A,0.797758132
HCFC1,-1.444734007
PLXNC1,1.019950245
AKAP11,1.059835963
HSPA4L,1.440942857
AHCYL1,0.75029754
QTRT1,-0.721197475
SUGT1,-0.555718051
TGFBRAP1,0.785534881
HDAC7,-1.003933092
OR7E126P,-2.203419334
IFFO2,-1.126277802
BRICD5,-1.525211026
CRK,0.96698229
TSKU-AS1,-1.6023292
FSCN2,-4.503664059
BIRC5,-0.466035195
CEP20,0.565760211
SLC36A1,0.721508822
LIPA,1.627461064
GGNBP2,0.808238257
RPL13AP7,-1.291284828
TOMM70,1.024944071
TENT5A,-0.737830695
PPM1D,1.43768079
PYCR2,-0.663737749
INTS7,-0.653462072
NSUN5P1,-0.839909233
NCOR1,0.632235224
HNRNPU,0.589371748
RASL10B,-4.586234598
QDPR,-0.583967201
CEP76,1.006606495
ZSCAN21,1.150337854
NPIPB15,-1.558399564
CAMKK1,-1.051610314
ZNF45,0.964815062
SENP6,0.748279897
FEM1A,-1.290449942
CCDC113,0.993183963
BRD8,0.538333197
PRDX5,-0.685644843
ELP5,-0.520344596
POLE2,1.155378407
CHD9,0.819128978
CENPQ,1.579341787
RBM38,-0.711329571
RASSF7,-0.869413005
AQR,1.149448167
ILF2,-0.481334152
EPS15-AS1,-0.922743373
UTP18,1.070331711
TLCD1,-1.410682529
SH3KBP1,0.658583673
LYSMD4,-0.655067188
NOB1,0.890844475
CD24,-2.245554609
RAB4B,-1.150504125
SOCS5,1.457175835
PGBD1,0.660476696
EDEM2,-0.570054429
DBR1,1.235313757
C15orf40,-0.728472884
ABCB7,-0.525758143
ABCB8,-1.026585353
YJU2B,-0.482392968
CSTF3,0.771631997
WDHD1,0.902405799
MRTO4,-0.646285073
SCRN3,1.575190288
PPP1R32,-1.996738712
EXOSC9,-0.478546842
BCLAF3,1.033923287
HSPA7,0.676481016
DNAJC7,-0.488560654
HIBADH,0.834484172
NAP1L4,0.873933671
CPTP,-0.938206066
TMPRSS5,-2.143475581
IGHD,-1.887750495
UXS1,0.785344963
NUP62CL,1.208192771
LRRC37A16P,1.396723269
LLCFC1,-1.922714337
NMRK1,0.621146532
SYK,-0.427578092
STARD3,-0.817301589
TMEM87A,0.997600475
TMEM222,-0.786302985
ZNF100,1.012445838
ARVCF,-0.941210054
IRS3P,-2.54387887
MYBL2,-0.64510522
REEP5,-0.536648821
SELENOO,-1.09708842
SNX17,0.558253473
KLHL23,0.91889851
FOXK1,-1.058968596
KATNA1,0.590312349
NDUFA7,-1.752879868
CYRIB,1.549222706
SCAF8,0.719082908
FAM3C2P,1.980067218
FBXO9,0.79648247
GAS6,-1.234265172
CDC5L,1.126992789
RPL23A,-0.591158554
SNX13,1.076871933
NUFIP2,0.590923427
WNT5B,0.590136155
FTH1P8,-1.48145054
BANP,-0.428598958
FBXO33,1.290351222
TAS1R3,-2.404052954
KIF13A,0.642956622
SLC38A6,-0.909915184
SPON2,-1.527687288
ATG2B,0.623934459
SERPINH1,0.630737858
OCIAD1-AS1,4.473689982
FXYD5,-0.588340102
IL17RE,-1.740161252
H2BC10,-3.135002576
TRNAU1AP,-0.435745991
DDX10,0.950190754
ACP3,2.024955425
SLC27A2,0.65176373
HSPA12B,-1.67627807
ATXN7L3B,1.477520551
LINC01465,-2.758264827
TXN,-0.593343065
TRAFD1,0.689186251
ZNF790-AS1,-0.804980908
AARS1,0.398122185
SH3YL1,1.030533672
FAUP1,-1.043155745
PDLIM2,-2.508054116
LTBP3,-1.340869209
MMP9,4.305539768
GAB1,0.757932953
DDX12P,-1.640589602
DCBLD2,1.055740877
NAAA,1.793089694
MROH1,-1.415167557
RGCC,-0.661169407
TBC1D1,-0.490071806
NAPB,0.872812425
GLYR1,0.708488332
DYNC2H1,1.776256895
RPL30,-0.576557974
ZNF823,1.850585234
PRDX6,-0.535919705
PARTICL,-0.886862669
TATDN1,0.890397459
HECW2-AS1,1.621939758
ZNF512,-0.645994895
BAALC,-2.354068658
P4HTM,-0.782087295
CNTNAP1,-1.331632245
CYTH2,-0.78759463
DUSP16,1.055269988
BOP1,-1.037663579
LGALS12,1.763507266
GRTP1,-0.909609282
METRN,-1.780657221
SSX2IP,0.91382189
NCAPH2,-1.004686266
CNDP2,0.698269466
ZNF853,3.261205574
NCF4,-0.543450683
EGR3,-2.54800039
ZFAND3,0.785389125
SLC25A6,-0.440753108
NCLN,-0.912467953
RANGRF,-2.603585807
PLD6,-0.769773055
FAM114A2,1.238027481
LSM12P1,1.163108634
SLC16A9,2.031303207
PSMB7,-0.859106136
PRELID3B,0.954482681
FIBP,-0.574955692
SLC11A2,0.657816985
CATSPER1,-0.961748323
COL7A1,-1.214460579
XXYLT1-AS1,-5.02388251
TMA7,-1.680825635
LAP3,0.8648925
PLCB4,1.392146176
RBM41,0.594462959
TPP2,1.01098227
ZNF32,-0.877178922
NCAPD2,0.605541465
FAM30A,-0.783591427
CHCHD1,-0.519901548
PTRHD1,-1.403557356
PDHB,1.272106666
BDNF-AS,1.948496829
NAB1,0.885576517
PIGA,1.561409142
RFPL1S,4.256731795
SNHG1,1.094114657
ANP32BP1,-1.471761609
TCEANC2,0.656400692
EPB41,0.744258768
ILRUN-AS1,-1.845258559
ING3,1.105881182
XG,-5.106456741
CHD1L,1.624719057
MFAP1,0.904990054
ZBTB7A,-1.14020008
SMPD2,-1.159826303
TMEM33,1.130023671
PDXK,-0.791416435
MED13,0.805970538
CHMP6,-0.574763813
CC2D1A,-1.116422848
SNX4,1.0297042
STIP1,-0.26471248
IBA57-DT,-3.439975192
MIR1281,-2.888404864
MS4A2,1.747147606
LCLAT1,0.904230346
UQCC1,0.779446913
CLDND1,0.740122783
PYGL,0.538044716
ANO8,-1.157942411
INAFM1,-1.576575675
SART3,0.62840636
DYNC2LI1,1.287271432
DAAM1,0.593164053
UBE2V1,1.020100741
RPS3AP29,-4.702618415
SLC38A1,1.554424291
NPIPB11,-1.640454409
FBXO3,0.745054177
ACAP1,-1.158008269
PIGW,1.013953895
GLIPR2,-1.010404691
CCDC28A,0.889675533
LEF1,0.976632134
SNORD99,-1.765570793
MGME1,1.038748135
UBE2K,0.822942213
LINC02245,-1.439498275
OLA1,1.033971574
CISD1,-0.636679597
MMP23B,-4.800870269
LINC01978,-2.26797005
ASRGL1,-1.182518379
FBRSL1,-0.789218794
CRELD2,-0.579477743
SSBL2P,-1.16168461
LINC01001,-2.82035879
ZACN,-3.905454483
VPS50,1.066449747
RPTOR,-0.762900298
KLHL9,0.897164368
DCAF10,0.804301081
ARRB2,-0.412102038
INTS1,-1.579947956
TMBIM6,0.516660383
RAB38,1.623628587
