L1	L2	L3	L4	R1_1	R1_2	R1_3	R1_4
id	L1	L2	L3	L4	R1_1	R1_2	R1_3	R1_4
STARD4	6.55204828565876	6.13056169773536	6.24917928894182	6.31624640728825	7.16197736125472	6.90056521414408	7.31639955309773	7.22048940576979
RECQL4	10.2004750803958	11.0294465212713	10.7555338820489	10.6379135315492	9.65822916208745	9.91262487429503	9.69634458971874	9.7731797989404
DEPDC1	7.7827113025891	7.43415534346042	7.48800422234514	7.61313316669121	8.25927450280604	8.12122410391597	8.40930523904711	8.30953308775372
CLCN3	9.79105327185033	8.99824072052754	9.08593657975262	9.36993786173879	10.3958470410605	10.2489458251494	10.6659187309778	10.445475277647
IQSEC3	6.13733982694849	6.75427067609033	6.41973190055859	6.45902103698377	5.6273858594713	5.59793373275942	5.65155147918718	5.59603839558594
MRPL41	8.72024050634715	8.90786601602993	9.07470458824574	9.04322630076551	8.22558755655928	8.35516134014618	7.9154409781166	8.18396456552514
RSRC2	12.3085821977156	11.3881270360879	11.505183075003	11.8059671945657	13.0262242537611	12.9282197319743	12.8839050428129	13.0484806378076
USP10	8.44385223122353	8.10846384705573	7.9240713439574	8.06999582622916	8.84790199535601	8.81527246913843	9.04152015618686	9.00174564205916
CRYZL2P	5.65278916339345	6.35682863549012	6.35807639641166	6.32338460188301	4.79950793506953	5.31670150754397	5.05519354654741	5.18792567992214
ZNF814	6.87144189239498	7.22739888466774	7.0121588901838	6.98769208269621	6.26443875666555	6.45698599491757	6.26850957583745	6.2887732206028
SPNS3	4.1710393564256	3.79028286105884	4.05364463394327	3.66998470278201	2.92065171656808	2.90021669145036	2.79592860185054	2.85890636811985
ISY1	8.07428728768252	8.3668139326056	8.26351203069039	8.29634003757879	7.41027572682868	7.75005922743337	7.44684706177191	7.59366802280935
CDKN2AIP	6.89040765079975	6.14945459885941	6.41921092779709	6.57557517391274	7.48473929503677	7.34045110542743	7.58326544614056	7.54665697192969
SOCS2	7.53807386745538	7.04513100325852	7.10252847855594	7.27531298324401	8.05968415393396	7.885639825475	8.16027237159165	8.07438165379885
CFAP97	6.57398836363737	6.05488464682138	6.49540268416114	6.26395706095742	7.28449501818536	7.01745844641421	7.5225115854148	7.31296735317094
LINC01036	6.66635337855994	6.15592599583573	6.16651628491927	6.61094383224829	5.46693207694827	5.49457732365021	5.42366197741731	5.63819037919213
CEP83	9.03838462891714	8.32768969288011	8.32959800880286	8.59234640480859	9.52219088731504	9.55144268455383	9.64453990708224	9.68523954559045
FCHO2	7.18881630007059	6.35270374673644	6.43202966098784	6.80297519967243	7.92300207710027	7.63724004420833	8.1629414529298	7.95008307580377
TMED2	9.00461102032922	8.07620347811548	8.05729190743196	8.30827346354717	9.71515274192338	9.47200991852858	9.91412732222788	9.74815423571235
RNF19A	7.3338858739163	6.66138833829106	6.69452049950281	7.07929554875943	7.93106195459155	7.81392977845808	8.32725422092892	8.0633596695016
NCOA4	9.26779427740395	8.44018184348742	8.58339016056124	8.68476775057639	9.95714085076796	9.62696083210321	10.1230185263046	9.91144862257585
KIDINS220	9.45549945599801	8.77238448414938	9.020982400489	9.05516748729128	10.0598251920254	9.79571184989234	10.2285148983137	10.0441709289792
RXRA	9.37331566471552	10.0183800540404	10.0656754944266	9.9394330652022	8.99425463523676	9.140536527572	8.85566642546642	8.9960962752142
TPGS1	6.90785557686675	8.52014470267125	7.93935983639932	7.71586965854755	6.71557424844448	6.31986986233547	6.37466936172318	6.31329066228675
FBXO34	7.09384761031273	6.92938402593773	6.74486451680049	6.87862369268389	7.7798942867396	7.44243689120417	7.91853404968893	7.67393253332866
PM20D2	6.20702252590251	5.95788138662481	5.93888383493921	6.2246080073595	6.84957581890803	6.70547209844254	6.99162363668628	6.91620279305135
NXT2	3.8998540652592	3.48628901457153	3.55841436938042	3.56953786399021	4.72575129519312	4.60213029028294	4.95183445959489	4.65083997672696
ATP5MF	7.4180967577223	7.59913100682057	7.58386229589789	7.75070420939058	6.87952741634521	7.06792520885017	6.88094047018915	6.94137074495217
USP1	9.52487762570881	8.7364675433214	9.03739961916922	9.18617710593168	10.2053583157878	9.93781632444227	10.2670439828826	10.1608576633255
GLO1	8.33088473638329	7.59337212999024	7.98230788478763	7.96469016931868	8.86218365782448	8.80983011996684	9.00808838946532	8.90669786642985
AK3	7.67529206046923	7.08775240247004	7.49980189254833	7.78056061488294	8.40637795818757	8.40026904643189	8.48286405704998	8.44221004128556
STRN3	7.40897909257932	7.76483859026635	7.47736168459196	7.98824139927434	8.79123882291617	8.37601493304246	9.00712985025638	8.58997622101361
CD2AP-DT	4.39870645820856	4.68241529030998	4.64013426869575	4.16347002126174	3.47581174629898	3.5141427668279	3.41147072161792	3.50328417585464
TRAPPC2L	7.85894937027917	8.26009325736397	8.34561996768411	8.1379569373242	7.37991989839871	7.47450671499949	7.43520952268144	7.53823924741493
SELENOT	8.33331702458908	7.51516889264386	7.50104402888011	7.70807473318399	8.94929814568341	8.79687464566849	9.0271539548395	9.00172915839299
SNRNP35	10.7868608201092	11.1856675033486	11.2347073345174	11.0954819197398	10.3713118685051	10.5258567758049	10.2027175258955	10.3680503636687
KBTBD8	6.53230868110539	6.27447425649754	6.06070681469221	6.2177692348228	7.20388822822071	6.86525242429606	7.17565203624321	7.16263072685482
PLEKHA5	6.94320427950561	6.45334338182224	6.05584263997888	6.58369550878099	7.64351169111528	7.44958071088256	7.73930348908114	7.65704836181772
HNRNPH2	10.0821620726666	9.164483819619	9.22398592727146	9.53423368034817	10.8552513605015	10.5372763344323	10.8696397165739	10.7760649017945
BPI	6.3248567069108	5.94771468857701	6.25633443783131	5.68700224357607	4.93601892908384	4.9684478827983	5.17784042236204	5.21581185783023
KMT2E-AS1	6.34639910874408	6.87330667002659	6.65404327392153	6.50296870876829	5.6979625452774	5.89559177681402	5.50706168144444	5.77488670102093
CISD3	7.54650820008719	8.01027361659264	7.92720588097436	7.60189861951402	6.86657057965413	7.16318815628513	6.70959126896265	6.85044439423513
HMGN1P38	5.70311876909733	5.22148499385994	5.29683795662645	5.72027059789921	6.42472051837817	6.43058690918641	6.35828293219923	6.42621259248669
ZMPSTE24	6.50803746353749	5.87151974214697	5.99265338545043	6.16574802270893	7.28816520902044	6.88229426374259	7.52279015718782	7.12163040979519
C1orf122	6.18578404746602	6.78435419450957	6.77924876557258	6.68816191071808	5.77398659810461	5.88043436091554	5.62466724042988	5.71085545443949
ALDH9A1	7.7453278886659	7.08572051085294	7.22677884767379	7.16671716334833	8.17929128082238	8.19351659247133	8.41145334955261	8.26095427847412
ORC2	7.82321368743408	7.38304348995039	7.4819607483331	7.65770398799136	8.53296759445371	8.12898507218059	8.63350086952609	8.43421801242525
M6PR	9.05141902713611	8.48382317146387	8.45031419959101	8.68835149245485	9.55694717785653	9.41885268508561	9.71293875053845	9.599624616235
STK35	7.2207738955972	7.52956236758726	7.32634230459672	7.42103336227972	6.76184859538633	6.65622168177193	6.53367141983123	6.791734817708
IRF1	6.41718421840931	6.88918506171023	6.74969382128256	6.50544271534825	5.77667815783048	5.92655190940485	5.81965274709995	5.9063031525113
TOPORS	9.73696807285498	8.63502433881918	8.81619052094148	9.06219234789936	10.4723480018374	10.3486544375884	10.5971636943144	10.4564434257584
PSMB3	9.01897709109567	9.39461781905601	9.3465215221403	9.38017872785561	8.59358552893162	8.75963927743793	8.47809044709013	8.63594059581579
SACM1L	6.09712528018195	5.63422382411524	5.52225085948	5.93104639238015	6.90304659217385	6.47269915130224	7.12270782141038	6.95114520996606
STAT5A	11.3055514537295	11.9531716956728	11.9071661591631	11.6103523915967	10.8706462187764	11.0246038650554	10.7457731971792	10.8529527324271
PPIH	8.14814547458336	8.44578846779298	8.68211195578845	8.67122935981724	7.7612313996545	7.83251355125502	7.6652757986191	7.74987015694983
GTF2H2C	6.6010729774875	5.82432640285841	5.73454301585885	5.94513619709667	7.21091143669431	7.05129589867598	7.42837928084328	7.30951219835042
RB1CC1	7.72193544551256	7.24823015624924	7.42990704839883	7.7400246197655	8.55722124747888	8.17885222206533	8.55140872538777	8.35862955842761
FUBP3	8.62113543003522	9.01993883608666	8.86874523151257	8.69529875821315	9.70310175952904	9.30478263643497	9.81572602685443	9.603662818789
PNPLA6	9.45445020180421	10.1997451919905	10.0559042798764	9.84956919103896	9.00783437932696	9.16971722323706	8.94793047185085	9.07463450112745
HECTD1	9.43208543969684	8.73439445397971	8.86397459331089	9.18909306989864	10.142110677883	9.83604940336301	10.2732755884738	10.0395117514023
ATP2C1	9.22131804415249	8.60572145399812	8.5783715558933	8.86534233059702	9.80423510424796	9.57375084156106	9.89346103477432	9.82995907731797
RAD23B	9.69201562518144	9.26680169363161	9.43189165406183	9.60885256105797	10.1820817395729	10.0731956933211	10.3717730715793	10.2394301392458
RANBP9	8.00926524248437	7.28395307475833	7.29812091654615	7.67393596226655	8.53888208647415	8.46766025343486	8.90906112932501	8.78856660543343
BPNT2	7.04676662469708	7.07108001431955	7.03565925136018	7.25469877936434	7.65293193135386	7.67470950634238	7.78287674795516	7.76688990101724
SMC5	8.02838864078236	8.18443234173159	7.96953051573511	8.25164372757575	9.01920802908908	8.62307107564634	9.32416765590371	8.8994958504393
SRBD1	7.3726418612956	6.96885725163416	6.68065225174217	7.20863542653786	8.00664100631945	7.85509034732124	8.1611892167466	8.03122804340267
RAB5A	7.56529358724446	7.16381786139079	7.13271211401931	7.20484845825661	8.11883015145846	7.83807812703765	8.23269842127337	8.10196322263319
CLASP2	7.05168682989685	6.34279369558789	6.43677590212986	6.72764834825999	7.74678116383759	7.43738971176476	7.83828846379759	7.6782811826159
NEDD1	5.91871025660563	5.43656734325391	5.79417198564093	5.64797640917866	6.67369362765244	6.35201281224992	6.70073831985355	6.56665560992412
SUZ12	8.85326443311929	8.36344877148418	8.48896261410224	8.63815013046612	9.33785293532526	9.20594070356075	9.54775511706555	9.3589046213582
EIF4EP2	5.88537534489846	5.29082022613369	4.84983640007031	5.33886729351982	6.69960890093853	6.38529345754879	6.84236950129988	6.87704326765567
GADD45G	5.32091981891996	6.05874250912311	5.51855860708996	5.34390589414185	4.17705248538003	4.69723914880637	4.4240492186613	4.46959205072386
SAMSN1	7.30265612987368	6.12407227172852	6.52472482094351	6.51438595643666	8.02780350555576	7.95228326386731	8.22854850593505	8.08756092873563
E2F2	9.28523400094642	9.84626835397739	9.91347499822627	9.8468376658128	8.99108247604891	8.96813202919308	8.90338812214093	8.99448841627798
LINC01934	4.43350708977659	4.52593392498914	4.78853467601101	4.48263929562741	5.47230449383424	5.56649009774166	5.35534251267329	5.73248422665204
YWHAZ	10.2159479266329	9.31743629930246	9.44844770442104	9.75786604579567	10.9169175228977	10.6485569973396	11.0720613543451	10.8968579707163
SCX	4.5619518526118	5.57648457622297	5.29019129507262	5.21586055601156	3.91593131809682	4.07005680980178	3.64767780634296	4.14806638013797
MAP3K6	5.78509274020034	6.32505838752474	6.0345463634871	5.7895270864294	4.80667753931045	5.06030154889982	4.7667619285267	5.21340472208698
SUSD1	7.77913733634673	7.28961524652507	7.47697061630156	7.6400276727054	8.30230407935754	8.19968508369395	8.41358262205435	8.24747115381132
RHOBTB2	6.54322648464175	6.5435710704483	6.24994254009429	6.48181313581625	5.67844491738273	5.77337504966097	5.62553528404619	5.80403399004647
TAF2	8.04027079387309	7.40606629725547	7.42857977963301	7.72534452771151	8.57828819439878	8.43254223513796	8.99640910015097	8.74266074567715
NGRN	6.79101944129684	6.30646717655611	6.38133306300345	6.60134954835527	7.31211647562034	7.29972712769966	7.20813716520641	7.42480329588369
TSNAX	7.50150484385243	6.86830313961794	6.96559474208086	7.07047571936671	8.0411409590756	7.8733352269112	8.13526423821548	7.97177201682499
OSBPL5	7.54400895531565	8.34534998839889	7.95488552864027	7.70721244379106	7.07994909150241	6.96927390507625	6.98120664001556	6.95927427619298
VAMP7	7.36782075863101	6.69902200543232	6.88026185324298	7.0822219794019	7.96135819505733	7.79921492271938	8.00400477203542	7.87131967743373
AP1AR	6.09030737773959	6.03696221435377	5.98507948921163	6.01117036672237	6.94757011501875	6.5423740117215	7.34307634769501	7.01758336081159
PDCD6IP	9.52816382430225	8.9744098854019	9.07833267228474	9.09844665708587	9.9422047326429	9.8728360941103	10.0628246169176	10.0352198354653
VPS13A	8.70243683007855	8.1824647069315	8.27583610645077	8.6153053549601	9.46713197084896	9.08770481905031	9.64474973068159	9.32553439192632
DYNC1I2P1	3.93507538041381	4.23232689368838	3.80599892537988	3.80583748968665	4.8800006894365	4.85733472182464	5.04063874994161	5.08644475141539
STXBP5	7.42635658762049	7.14450468134131	6.92621551844107	7.26043724856583	7.92945807036871	7.84923031284443	8.13306007773629	7.94871441382159
LINC02908	5.03334537336275	5.58451722403615	5.0594836274863	4.98774545394475	4.15308402142804	4.10808949261631	4.11654403697365	4.32104907187865
PLOD2	3.7491902470899	3.39946165697111	3.4004715576085	3.42257780329353	4.47328289236789	4.40984910340079	4.78266394669015	4.82045577925148
NOSIP	10.2279378773632	10.8534757210906	10.9129974690088	10.8186074809986	9.8690841061334	10.028233014912	9.68222584291328	9.8016940743543
MARCHF7	8.45436258741415	7.42056428436568	7.87350078899826	8.07341234843855	9.21662058778726	9.01911726668744	9.2923054700189	9.21005113988521
DOCK8	7.95771363811177	7.37097911813968	7.35308339212432	7.27754813464877	8.51925784062577	8.27891952602753	8.7504553259673	8.54813435834629
CHAF1A	12.7112965197754	13.2216034808903	12.9263604604139	12.8840390800433	12.3556613254415	12.3133007125574	12.2079833170564	12.2575132948328
CDKN2A	5.12000071708714	5.25179696593905	5.0916007879625	5.4794297133373	4.22051230249631	4.25223392664825	4.37214705123583	4.47437061568939
C9orf72	5.15990684801703	4.85252575027005	4.65800400361272	4.79800355345955	5.86975538327234	5.54272723845201	6.01145304705034	5.98744511312414
TCERG1	10.7302566754804	9.69949039401631	9.75982301151772	9.97077884143343	11.3705015221981	11.2348814461697	11.6515610053355	11.4885184073934
H2BC9	4.39847258504707	4.52965310143929	4.97946426230469	4.62936717038018	3.38481171685374	3.54871399944859	3.71812533037443	3.72823697152531
CD300LF	4.63599930095503	5.31642325265973	5.09688421421615	5.11012787156612	4.04538171049503	3.89979094180348	3.92467176583652	4.22098414071144
LGALS3BP	8.57788495976497	8.54536179013891	8.76680480078616	8.53912291154144	8.03005164927198	8.07286057218661	7.70921253132943	7.92865836845862
STK26	6.78975427483051	5.99443315663941	6.1389693587888	6.22401629716083	7.41873888578073	7.12399659555445	7.63813075162828	7.49502802280771
ZFP69	6.11142226765415	5.79325965375642	6.01269892909468	6.19174399512891	6.78219329000459	6.72554484773069	6.74831962067303	6.84053838513748
MOB1A	7.72117481452371	7.42305355247613	7.40480667365296	7.58348296270269	8.18593278669895	8.0834790522471	8.42396810389285	8.22735521398942
NFKB1	7.44336196809976	7.15833488054216	7.01648117899877	7.10871778654252	7.83803330299189	7.79299683300347	7.98976885097704	7.92482958429307
ABCF2	7.77016296245433	8.51225920348243	8.10986511068746	8.0664539521938	7.27603624472124	7.37695349326202	7.27281396596843	7.28952260671128
TGFBR1	8.32708660422058	7.71588218938288	7.98303676427852	8.03433859248107	8.81660604874692	8.76583445072248	8.87714508250654	8.76331573794791
NONO	13.4902535239308	13.0848063069776	13.1319151756409	13.2016392785281	13.8489562956179	13.8040744235717	13.9407758009515	13.9166245686522
S100A13	6.02043877294877	6.50324631507484	6.18108456480934	6.43789997102156	5.5471287357673	5.37087540449944	5.04564228190663	5.39127205447449
TRIP13	8.03246923850195	7.54266730652094	7.51682886879517	7.80398210740634	8.6602145273696	8.33974031184121	8.67689790504392	8.61932664935807
LILRA2	4.3171289140677	3.91917094469148	4.209822935729	4.64736006488016	3.34513580676523	3.21329690763834	3.22442700624406	3.24777891694282
SNHG19	5.17182264051885	5.27699761347317	5.55222362271106	5.33212187353652	4.50074977660838	4.55932061015702	4.20814102899097	4.46170160871435
ITGB1P1	5.53096513866951	4.88707232627784	4.65533618314152	5.40404491061864	6.58509080364929	6.26779831980021	6.44178457015729	6.42637138825757
CDK1	9.76398966546824	9.17278787094415	9.23348703480069	9.36922171308257	10.2355261461502	10.0905791691485	10.3810292735013	10.2971061830717
RPS20P14	5.68389689500411	5.58245726164585	5.84530415368879	5.95266378185495	5.04407879875702	4.98173587637357	4.78522040702066	4.96025489319929
ARMT1	7.4382509076319	6.44308584626977	6.58687090362762	6.61099014418388	8.10313468106247	7.94512839218952	8.27116293243586	8.11044447616807
LEPR	8.31218298948942	7.8341156430672	8.04803129783579	7.97552093094131	8.73560121312902	8.63747965582133	8.83887112008722	8.79375798721282
CTDSPL2	6.65895244194015	6.39388957525133	6.63306526452039	6.42392626463105	7.2332845856871	7.11579523544944	7.61477177654904	7.40746111079461
MAK16	8.15792785477487	7.90009052003231	8.01741977303004	8.13650336373371	8.85392782825966	8.4827224808762	8.90334037810505	8.75268934969137
OAT	9.4446471605864	8.60411166146021	8.91804127591025	8.99067834183703	9.96390558805395	9.91652248425647	10.136580437977	10.0447685615786
NDUFS6	11.8724064401265	12.1813709346717	12.3403205630291	12.2076837165373	11.4516286170934	11.6128414488262	11.308337567781	11.5054898807814
VEZF1	6.64364360795283	6.18800729507281	6.60981651375769	6.59973704373039	7.30446923375008	7.16962737349048	7.59672725542703	7.37165393915804
MYL6	14.3997304178773	14.6823067541012	14.8552887222344	14.6667822652038	13.9610810829167	14.0570685932475	13.674215974819	14.0012309702958
BRSK2	3.90559279975214	5.14859035410627	4.9187581796868	4.55406715484449	3.50326611641288	3.50311675584636	3.28366564453758	3.10046934804615
ZNF217	5.93412856219441	5.69078431008438	6.05606140861124	5.69723714658822	6.862782387255	6.46773773097856	7.10587277657927	6.73082132152719
TMEM184C	7.08591355575949	6.27314814088651	6.36593111904231	6.40207821619698	7.58878987024684	7.50718595240946	7.90584221848797	7.7455373764915
F2RL3	8.07562525810374	8.71239763487074	8.51052274691646	8.21763726055746	7.59618494050155	7.67121947017611	7.50105232209858	7.61140469712281
CEACAM6	5.54216499662486	4.47437171405916	5.04031530227901	5.05733851336497	3.66081147240729	3.78949365459846	3.94224558322821	4.0622533105181
CPVL	7.76257466489733	7.3214091627854	7.78331115844947	7.59177636137472	6.83609599474677	7.02555098663008	6.90364676392255	6.87673575451278
SLC9A6	5.74150575977289	5.35710945003016	5.49481768181315	5.50197612708923	6.1843430147822	6.29118025275807	6.39018309718249	6.38711750240944
RECQL	6.87323328323966	6.14284410974909	6.69300730587954	6.9010789368622	7.84046774397145	7.41580649658666	8.07620391788273	7.87050598580228
TMEM141	7.31398907310791	7.92245007653533	7.74910570604606	7.574199140013	6.74107158301571	6.96589488333519	6.71786936274653	6.9247527094491
OSBPL11	6.39813508523162	5.81176329184717	6.00333602285184	5.99559017357463	7.00572174160055	6.73965229835506	7.09135721934929	6.91365802397855
DYNC1I2	10.6132189767675	9.88326978218894	10.029992362409	10.1456994496475	11.2072755140643	10.9351288124012	11.3375831314206	11.1660241738022
RPSAP58	8.56517730282634	9.26754009496676	9.38992588028281	8.99177206296859	8.17061565358919	8.30533742291114	8.01552895880058	8.13054407994014
SPAG9	8.38044172932737	8.10769363089626	7.98801153870857	8.16121829441032	9.0417795748439	8.70628852320607	9.22549015876599	8.83767811325602
PHF20L1	8.4170915021437	7.87793403690562	7.83940777382521	8.19163278614006	8.98729071833781	8.79586952220682	9.25268621700954	8.98681203842773
EHBP1L1	13.2632841063315	14.4734302363239	14.0523207000925	13.88303466565	12.9624911366694	12.8697233502699	12.8922764085487	12.8588375402867
ABHD13	6.32874113851545	6.3369389220715	6.45085182931353	6.70862299923351	7.31462158845856	7.06999202657652	7.41997896012701	7.23075495072963
RBAK	6.34226247271506	5.93270790809911	5.96232199345137	6.18250957054566	7.00191941348234	6.78780371633521	7.15587624206022	6.82428591124165
JRKL	6.78382017763346	6.30687766092396	6.49736501050837	6.35901440568204	7.5907689277807	7.0216516894086	7.65382328101253	7.47728027235753
ERLIN1	7.15845250632852	6.63380524415317	6.75491547796514	6.64120792503005	7.77115859955743	7.43543084549474	7.95352200599973	7.71186365698974
ENOPH1	8.07064381522858	7.20926849410606	7.32114383127229	7.59583097211148	8.60295307168849	8.53398857217654	8.82349106417386	8.76534873642531
RAPGEF2	8.19391289175389	8.58213501078712	8.46096592841568	8.58866646241637	9.43343467631665	8.98177053271442	9.65097895259184	9.25115918935973
RAB31	6.67331368563403	6.23543009790935	6.38383461347849	6.11346966608159	7.12220844302915	7.07109679427798	7.32084929673242	7.24467419534043
VPS26A	8.38548206072632	7.8069083051088	8.00615762714916	8.14284075822462	8.91623878598195	8.71904101459951	8.99777437881791	8.92021612249599
CLCN5	5.48904225366274	5.49215255177806	5.1948909467275	5.67711460771109	6.31874075739595	6.23227563202575	6.68407416566116	6.35073017335828
C9orf64	7.11064449756677	6.52841146526355	6.62019809932064	6.5432754058817	7.57694612061084	7.45490863788395	7.69696722270981	7.61362564189158
ZSWIM5	3.90124759902713	5.11056809333355	4.68282312108167	4.49303034851656	3.46506569480655	3.39618992046541	3.34600324252582	3.45285330080355
PDLIM7	9.21236873912097	9.73156733335553	9.63221099558293	9.45816674786069	8.8269414765169	8.88557516266529	8.73511535361842	8.88766482223859
CDCA8	8.71614888522165	8.21948648526496	8.3419739356989	8.36160613348451	9.24257556119192	8.98464157310525	9.24404077921013	9.17387486372683
ARFGEF2	7.63245588087744	7.45446992624506	7.20682060940225	7.4761976497914	8.29614503902902	8.0510686687886	8.56239961443527	8.13014708800413
OSBPL8	7.54299503662981	7.28502238064761	7.63300148767749	7.9334034732634	8.55891581794122	8.32571918762634	8.96374428411436	8.54348080504468
FKBP11	6.93649452313422	6.82963682036105	6.57717712041886	6.39813010054489	5.55215464510321	6.00490706529542	5.58135491696221	5.83090654509795
HSD17B12	5.12475952340455	4.80969369270492	4.8915093769543	4.95328696259802	5.85900874368807	5.64073825304386	5.79372501121735	5.7989150266799
C2CD5	7.56172032484725	6.98553609928303	7.30856298057758	7.31769923923618	8.02938976793862	8.00654188181124	8.20532822770881	8.02891915025654
TARBP1	6.86419749571205	7.08094162645779	7.13394937508262	7.11613912767926	7.71206457766945	7.56480721739126	7.87774816134429	7.71069698228878
PLPPR3	5.76441402941218	7.08971234073533	6.91706588865521	6.32742314954347	5.23216818191096	5.45276229618855	5.15415651528744	5.42263150732588
RPL26P6	4.88154735815352	5.18327993521297	5.31200216658309	5.17297306809779	4.30895514249856	4.242208919133	4.14019497707078	4.3645464308533
RASGRP2	6.71222150648079	6.98567168118234	6.67935182896303	6.40828802228215	5.97090116522852	5.94318764656032	5.70739842292115	5.87553581381838
GOLGA4	11.2395787176582	10.2140692758363	10.3550374357119	10.8143741938312	11.9813878555104	11.8167552755636	12.0959933215364	11.9314021811871
TMF1	8.26983612191253	7.79677141810581	7.76871293905102	8.13847388500412	8.90198553559737	8.61872313572816	8.97571651419696	8.84836082477975
PEX1	6.34699760782663	5.93331938603464	6.26553061219283	6.23153927616562	6.88016148564919	6.82495549059793	7.06341076505377	7.03458478092975
NPEPPS	7.88105027978057	7.4899601182822	7.55971233476427	7.55106958479898	8.2534086431943	8.19015451972791	8.47231980258291	8.3725193474851
RICTOR	6.91201153660731	6.38508272793539	6.44297226288515	6.77659669385104	7.4068883333719	7.40657199774089	7.76738930776856	7.5222433140191
RSRC1	9.50207431665693	8.92280276428405	9.13351037441759	9.27453233801615	10.018513587098	9.8574470548436	10.1070555664857	9.98883755278775
MIATNB	5.71066658206665	6.14536048332709	5.63647998072357	5.8368848071047	5.055807201742	5.07487366390071	4.884716578303	4.9372217993001
ATP6V0E1	8.07695759993866	7.87345560110343	8.23904245082104	8.21766260806903	7.41051854334536	7.51688644689581	7.49776725134317	7.54818906725708
RHOBTB3	6.75988962778174	6.14086632849672	6.23917232181552	6.38005057715055	7.40297707690257	7.15326350155398	7.50620425142402	7.17079039196844
NAA25	7.10490458490367	6.65881915131877	6.98053845705732	6.89582518137216	7.7275279628971	7.45863991154872	7.92068711189107	7.71366360235249
CRYZ	5.85331692472206	5.01559120570773	5.20747331389515	5.28253289395536	6.60180539607739	6.23877042625104	6.47309027856397	6.54530253631856
EFCAB14	7.70229403510679	7.36121337232198	7.48397081920424	7.56864583117393	8.21883602495113	8.07442953101661	8.4220865791537	8.14089709140321
PELP1	11.4560725145887	11.8968075360382	11.8829999708844	11.7625894954065	11.0614001579978	11.2342930187956	10.9103643422207	11.0446339927824
RBM12B	6.9979769801985	7.13725444409886	6.92264982282091	7.10012248610815	7.87350062848004	7.54254751495501	8.04093416129099	7.68636555534668
ALG13	7.06346803790591	6.75130093701508	6.6526551047816	6.93655600342626	7.61895117310463	7.44098602218735	7.68495773539291	7.53459859147138
VMP1	8.29174580911272	7.5892992583154	7.75032869936074	7.78159415265348	8.79155915971876	8.69075682048707	8.83331626318227	8.73693962369083
PKP1	2.66230817861312	2.84979477464047	2.82016054811917	2.68974570392799	1.83103795625192	1.86792627859212	1.85164395017122	1.82785364666118
VAPA	9.79037030559426	9.0157567471518	9.17431875814806	9.38757226563762	10.367343103563	10.2718110116057	10.3023519704002	10.305647384124
C6orf163	7.44818681810617	7.01154042728255	7.40657545307851	7.34776353191722	6.65050448988247	6.62823339729769	6.69368100897649	6.55014340985418
GASK1B	3.9954293127159	3.90328637719735	4.14587417772249	4.11528098058593	5.19804781110523	4.75916315916038	5.27848810407118	5.01661883061442
MRPL4	8.34428226099132	8.60609901232728	8.72886916592554	8.59255032257736	7.8618715881243	8.04352287069848	7.69441193878736	7.95190697303648
SKIV2L	8.62546537695304	9.10047877111443	8.8699815409001	8.74980107661603	8.2058113151105	8.27724720269643	8.08665261233438	8.16192722116865
AAMDC	8.36047028718327	8.33759980503442	8.56231460883937	8.35207790565832	7.6157123390674	7.93362387993291	7.54673320625271	7.78569930869891
ANKH	8.71826415567194	9.19452799379551	9.31858123103296	9.16438705916596	8.41604413403753	8.35295589280364	8.32286160997147	8.46418063286059
CYP2F2P	4.83348585837197	5.10291251453811	4.54483763126242	4.70439235074496	3.63085801088913	4.04399541620937	3.78804275910923	3.73357326484306
JTB	8.36441147657069	8.81654034825284	9.05409287021925	8.89787248030368	7.72570457743336	8.14223997356529	7.6102782529395	7.91421518019235
UBR5	10.3674352658073	9.88016053230671	9.80393761282826	10.0268303943498	10.7974635571439	10.6883095705658	11.0388770256812	10.8656409432504
EEF1B2P3	10.091199882814	10.2369922546993	10.4097820342127	10.2788225167027	9.76511207123125	9.62631309361077	9.35205693617413	9.60033162763224
SVBP	7.69667545146154	7.41042935577027	7.71761297512634	7.61869057929682	6.93502863229677	7.11647534247553	6.90230079907492	7.00237738250115
TCF12	7.4165348160952	7.11974122838599	7.16911448426533	7.09087455961112	8.04846700717894	7.67659769338576	8.25472620386346	7.99453037000012
NDUFS8	8.69333057450661	8.94744997883515	9.22572964985895	8.97976001397108	8.08247379126701	8.42837831071588	7.99379926681203	8.16989165897593
CCAR1	11.130089224253	10.4778034324943	10.7142028871161	10.9590463813331	11.6859478010096	11.5898877170783	11.743676528859	11.6429760552865
MIR23AHG	6.22075133842889	7.79829071270611	6.96223939498351	6.89058279729881	5.91412116901255	5.73843551560916	5.55410506181264	5.65015978785376
ATG7	7.06362164833476	7.28497207360656	6.96429263102946	7.14640434854312	6.5458631596607	6.4877567144164	6.30037970857016	6.4548593614297
NEK7	5.26756959319689	4.99272728920576	5.39533472234102	5.46954168749615	6.16311447847625	6.08713884608005	6.61775152073566	6.19477574145588
GAS2L1	8.51132140043075	8.9671660889582	8.68577897303169	8.51839155759718	8.08631844379366	7.85504126288839	7.98135758284952	8.00899819365905
TBK1	8.66483370468125	7.73242093309301	7.82205744960794	8.04355890564687	9.23893544048643	9.12304708517361	9.37317240504226	9.29998686267688
