,baseMean,log2FoldChange,lfcSE,stat,pvalue,padj
TRIM35,134.564628701424,0.31428466239419,0.209281890912836,1.50172889313719,0.133167138800168,0.226221931577961
PEX13,162.791849420188,0.362555570943018,0.241517236794683,1.50115816061291,0.133314658687823,0.226449926881632
MIR601,4.36947240384674,-1.34567276654868,0.896626108046703,-1.5008181832673,0.133402594302218,0.226576676188085
RNF38,58.5438278183474,0.558144328301547,0.371996596396126,1.50040170718981,0.133510377585568,0.226737106958623
WNT4,1.82333409852633,-2.03612920863727,1.35718866397031,-1.50025509547124,0.133548336474902,0.226778936638768
ARSK,39.5046125303571,-0.423847889715607,0.282609022431138,-1.49976772174315,0.133674581262928,0.226948014387221
RIOX1,99.5807316459079,-0.325803381860822,0.217232441241304,-1.49979155967279,0.133668404359044,0.226948014387221
SF3A2,1370.11734886068,-0.287863200248855,0.191976627057178,-1.49947003789747,0.13375173594481,0.227056349107147
AZI2,242.29732954242,0.288521880736176,0.192457010040403,1.49914976168239,0.133834784659572,0.227163354345178
VGLL4,37.563378609559,0.467755413251797,0.312019164898675,1.49912398298898,0.13384147089688,0.227163354345178
UPB1,1.31294084284534,2.37933868400503,1.58726460731617,1.4990182941382,0.133868886187679,0.227187223068358
NSMF,190.267390230034,0.280112748779477,0.186958581698723,1.49826098504998,0.134065456417144,0.227449575568438
HIPK3,55.2793950204262,0.520522750110044,0.347408046333335,1.49830366798875,0.13405437152667,0.227449575568438
TMEM94,261.538161569948,-0.310323252106618,0.207128409895559,-1.49821674517317,0.134076946397381,0.227449575568438
KCNE1,3.39881218961693,-1.39631556009553,0.931975432496949,-1.49823215441905,0.134072944221802,0.227449575568438
BEND3P3,1.49128330842082,-2.2621647838059,1.51007703666828,-1.49804594658096,0.134121313351826,0.227502157978399
RBPJ,194.675688895753,0.331227499661121,0.22121054763539,1.49734044421366,0.134304696257236,0.227790511046338
ATF6B,566.039337805449,0.225508815810807,0.150627603576881,1.49712808579409,0.13435993303156,0.227861483158775
SLC10A3,151.791596375455,0.267503761048495,0.17870023631021,1.49694128318963,0.13440853697625,0.227921193606826
SUGT1P3,2.01412963443282,-2.21272418628752,1.47863798605711,-1.49646107238724,0.134533544838161,0.228110440002123
AKTIP,19.8022199600349,0.546339787425517,0.36515137472924,1.49620082309872,0.134601330145933,0.228202633761762
CAMK1,70.4471229945457,0.340564024830689,0.227753751324467,1.49531686240157,0.134831766345168,0.228550677880614
ZNF594-DT,6.93080368995584,-1.04224017092347,0.6970059541196,-1.49531028359713,0.134833482489897,0.228550677880614
ODC1-DT,18.5133567633686,-0.550539937558816,0.368208892450098,-1.49518370915887,0.134866503942792,0.228583879329277
EIF5A,2569.44323584031,-0.184014288992288,0.123104110818528,-1.49478589925848,0.134970327524297,0.228737064026485
S100PBP,276.822505627518,0.246844320091565,0.165202941708217,1.49418840572188,0.135126382165114,0.228964373228965
IRF2-DT,13.358732421407,-0.665641366253861,0.445492593144651,-1.4941693228954,0.135131368555114,0.228964373228965
PHLDB2,1.6534803353529,-1.90582460394919,1.27558676898889,-1.4940768047162,0.135155545801045,0.228982536274497
KHK,129.923442265896,-0.251907531684967,0.1686852555908,-1.4933583305944,0.135343414305883,0.22925517117119
LINC01147,1.68696534965059,2.10166285830186,1.40729613341051,1.49340484096165,0.135331246548615,0.22925517117119
ENTPD7,96.299172268435,-0.317219225181841,0.212472781890788,-1.49298758343972,0.135440437127101,0.229396679048141
C12orf4,278.584040789722,-0.261892135448014,0.175466633492011,-1.4925466468241,0.135555898144774,0.229569384585779
CLEC7A,6.29741264765867,1.02284225620379,0.68534691114745,1.49244454095705,0.13558264581262,0.22959183106108
GTF2E2,325.97770916672,0.392454964087152,0.262971239241813,1.4923874003053,0.135597616164979,0.229594331679482
MEFV,5.29364168033669,-1.38951785497914,0.931309000880501,-1.49200518159432,0.135697786967688,0.229741079129872
THBS3,91.2984761263449,-0.314005098998061,0.210517828303291,-1.49158435429838,0.135808142290544,0.229884355530922
FAM117B,26.4309766343713,0.630026358223807,0.422388742851132,1.49157942508391,0.135809435309834,0.229884355530922
RALGPS2-AS1,1.28508375102738,2.43234981744903,1.63090407052371,1.49141194838515,0.135853373030276,0.22993585418384
PIGV,63.0811139472778,0.402531481874732,0.269921022051223,1.49129355993007,0.135884439010573,0.229965558958116
LINC00216,9.32445884248479,-0.823858608846233,0.552746594065885,-1.4904815654966,0.136097660035504,0.230303499304237
SNED1,6.20407178634848,-1.19566431676309,0.802409089772586,-1.49009318563672,0.136199735695721,0.230453311740523
RASSF4,9.8819923209618,-0.748028741133328,0.502114394505528,-1.48975761164938,0.136287980274795,0.230556769176342
ZNF320,114.112118875781,0.282393580345075,0.189554635699425,1.48977406594721,0.136283652323752,0.230556769176342
DNAJC27,19.8403962707095,0.622159285384863,0.41764100152292,1.48969876788,0.136303458737628,0.23056003086
FAM43A,5.62775801734085,-1.01570201837592,0.681959386673561,-1.48938784071919,0.136385268591529,0.230655290474352
BAHD1,209.863617327347,-0.245379179926039,0.164752380932171,-1.48938169231717,0.136386886715396,0.230655290474352
PERP,2.03609113726628,-1.8782250150308,1.26132501875362,-1.48908884475055,0.136463974900864,0.230762724402524
FAM124B,27.5744424793846,0.533413345816542,0.358244750667418,1.48896346652053,0.136496989313441,0.230794790778663
PLCD3,35.3393508824662,-0.490336520963173,0.329324986542608,-1.48891381158451,0.13651006608266,0.230794790778663
FAM76A,127.345315963912,0.318385727905248,0.213886585042166,1.48857268370749,0.136599929221869,0.230917098471127
IDI2-AS1,24.2033310750619,0.589336663552048,0.395916925716026,1.48853616825352,0.136609551173104,0.230917098471127
MAN1A2,128.414568272861,0.297985821731116,0.200196544685803,1.48846635789238,0.136627947905869,0.230925254158971
CIPC,33.1622573234692,0.466123621266959,0.313216572639894,1.48818313583574,0.136702603437174,0.231028486043258
CA14,7.80177629808621,-1.21488995344048,0.816495405928355,-1.48793238102687,0.136768727076252,0.231077687673596
AQP6,1.62093753364749,-1.95576466387603,1.31438413711162,-1.48797037993311,0.136758705239691,0.231077687673596
RPL4P6,4.93025388703336,-1.16764647419714,0.784751775929924,-1.48791823097627,0.13677245915726,0.231077687673596
RPL21P119,8.81620024727598,-0.825017743266803,0.554732215007196,-1.48723604100782,0.136952480239625,0.231358861326174
DNAH7,2.16799272024212,1.80038658997859,1.21087424299563,1.48684853145818,0.137054820358725,0.231462805796893
TCAF1P1,1.32152358944691,2.51148884294265,1.68911153893968,1.4868697448596,0.137049216436648,0.231462805796893
SFSWAP,2894.15084982861,-0.161068371096736,0.108322894474478,-1.48692824243803,0.137033764108243,0.231462805796893
CKM,2.08023402652347,-2.35041793289516,1.58102847515664,-1.48663858357282,0.137110291603907,0.231533506514537
TMEM266,6.30085707291108,-1.03378570617418,0.695827107002205,-1.48569335079224,0.137360250197159,0.231932584807449
EFS,2.27148511484277,-2.68202069250894,1.80534584523813,-1.48559939337007,0.137385115610126,0.231951552104217
KRTCAP2,15.1891391307259,-0.64771798986347,0.436108263954298,-1.48522292146096,0.137484782042609,0.232073766513393
TEX45,3.63692846908433,-1.25199597151651,0.842961651954913,-1.4852347892849,0.137481639327413,0.232073766513393
BCDIN3D,40.642649445918,-0.427073973999222,0.28756102913892,-1.48515942955853,0.137501596256787,0.232079125117471
POGLUT2,79.0489480400843,-0.321283719848586,0.216365357894938,-1.48491294065935,0.137566887594486,0.232166295617951
NRAV,202.195543704677,0.276442952228847,0.186278812996003,1.48402788155397,0.137801523955192,0.232516157288535
HMGN2P3,156.69281703047,0.390158563147283,0.262904698668551,1.48403039246995,0.137800857854864,0.232516157288535
IQCH-AS1,15.3999927245457,-0.581882308576804,0.392257339620772,-1.48341981093167,0.137962907124375,0.232765380735869
RPL32P27,2.16471334701347,-5.05477098787132,3.40836900957088,-1.4830468689503,0.138061958726266,0.232909401916262
CAND2,18.0288873155845,-0.683351485550749,0.460833575814376,-1.48285958622512,0.138111720788238,0.232951164056971
GCN1,1331.82019600465,-0.364644025061582,0.245907452288016,-1.48285064835895,0.138114095974535,0.232951164056971
COL4A5,36.9569815953489,0.563629698731492,0.380129725705016,1.48272986987835,0.13814619524493,0.232982209544304
COQ8A,12.7408118088216,-0.754149312455202,0.508670429919584,-1.48258925248402,0.138183574342058,0.233005886573234
CBX5P1,1.17230218356945,2.31376291365149,1.56085593312971,1.48236801651009,0.138242399350972,0.233005886573234
RRM2P3,1.17230218356945,2.31376291365149,1.56085593312971,1.48236801651009,0.138242399350972,0.233005886573234
KBTBD11,5.85706153922723,-1.0747382946957,0.72496758237075,-1.48246393470608,0.138216893043114,0.233005886573234
GALK2,148.318354341939,0.460758666828915,0.310797046908622,1.48250657917089,0.138205554306724,0.233005886573234
CCL3,1.79888985331481,-2.46261378232517,1.66107022630175,-1.48254645910305,0.138194951280518,0.233005886573234
CXorf38,133.816893006583,0.358211715359444,0.24187203280562,1.48099683623745,0.138607416558178,0.233597978678427
SERPINE2,14.7457681287467,0.870916391627372,0.588201687052314,1.48064245784782,0.138701875048258,0.23373302821478
KRT24,3.19109720952849,-1.36230564632865,0.920108032966557,-1.48059314506404,0.138715023150917,0.23373302821478
CEP104,288.9955099165,0.260220535213635,0.175796261931297,1.48023929721175,0.13880939658214,0.233868886310042
ZFHX4-AS1,1.30325003380436,-2.71122453048232,1.83223271450459,-1.47973808622634,0.138943157302797,0.234071071436345
PBK,142.387953912045,0.304177595713795,0.205592788079969,1.47951491175595,0.13900274893742,0.23414827969213
INO80E,826.120086170474,-0.434576710780498,0.293972322798545,-1.47829124403085,0.139329840298751,0.234676027784918
FLOT1,4306.03531637513,-0.194320395093739,0.131528025004237,-1.4774067738604,0.139566631472097,0.235051592051641
SAP18,2401.13973024267,-0.219134241252081,0.148348916807908,-1.4771543059922,0.139634279198081,0.235142246689959
ZSCAN23,1.63958693405582,-1.81771410409243,1.23070727716128,-1.47696705611843,0.139684468328093,0.235203486254576
GINS3,200.828875695441,0.415059388252593,0.281067679435725,1.4767240014429,0.139749635686949,0.235289931843799
LCMT2,55.4638994709863,0.381774200811919,0.258581709071787,1.47641610917627,0.139832220766233,0.235405682827491
GOLGA6L17P,26.2731930539117,0.832027964702159,0.563872365539117,1.47556081047997,0.140061832203441,0.235768903338103
ACAA2,879.44793076244,0.274664697671613,0.186153889312661,1.47547117433733,0.140085912490518,0.235786111487404
MALAT1,110109.388334522,-0.510643221822317,0.346133660987273,-1.47527755713159,0.14013793762375,0.235850347049269
RNF168,216.899144148239,0.244307825862151,0.16566990298754,1.47466631812132,0.140302275679007,0.236103572414035
FAM81B,8.83082534465134,-0.874019716002741,0.592783231740551,-1.4744339401039,0.140364791836265,0.236162965928904
RXRB,160.553423380377,-0.294171457788292,0.199515114344844,-1.47443194343584,0.140365329088393,0.236162965928904
CCDC69,1083.26218257988,-0.323958359058679,0.219778168611427,-1.47402429051743,0.140475051155664,0.236292067939686
OR8H3,2.1250484191677,-5.02468166175374,3.40889325762629,-1.47399207954448,0.1404837237307,0.236292067939686
PDYN-AS1,2.1250484191677,-5.02468166175374,3.40889325762629,-1.47399207954448,0.1404837237307,0.236292067939686
HAL,4.34673411222617,-1.09684588619565,0.744159963306114,-1.47393832009268,0.140498198997301,0.236293056829009
HMOX1,14.6294407772447,-0.65848702770788,0.4470564359273,-1.4729393758576,0.140767383393647,0.236722378774748
C1orf53,4.32579920318655,-1.14955132073941,0.780487513738591,-1.47286317910837,0.140787932313172,0.236733537731854
GRWD1,1290.73577547143,-0.274390702969047,0.1863112554359,-1.47275430207946,0.140817298529967,0.236759519218122
PHBP19,2.72262258053428,-1.73355977187089,1.17733196146846,-1.47244772808908,0.140900012698147,0.236828525035635
FBXO31,251.169053122051,-0.282209675344542,0.191653748992747,-1.47249754741413,0.140886568820955,0.236828525035635
ZNF284,14.2398623845313,-0.75241382693816,0.51099538079173,-1.47244741385407,0.140900097498427,0.236828525035635
ZNF322,26.6130037524428,0.484081947354529,0.328806782117186,1.47223832865468,0.140956530476527,0.236888739323511
HOXA5,2.43680639891957,-1.96776382366879,1.33661372206857,-1.47220082450107,0.140966654843565,0.236888739323511
XRRA1,112.634417722473,0.324029845220729,0.220105053445144,1.4721599533901,0.140977688768139,0.236888739323511
RPS3AP3,3.02066029625765,-1.63103891068441,1.10818829307647,-1.47180666036134,0.141073094537103,0.237025644667602
SPICE1,7.92485346981955,-1.05884020816762,0.719595643245143,-1.47143776940143,0.141172765439327,0.237169688383704
NAA80,62.6347696829617,-0.337196994490241,0.229194485237103,-1.47122647450007,0.141229879728723,0.237195380869038
TMED3,478.824897206488,-0.186359454916946,0.126664307574349,-1.4712862564504,0.141213718504889,0.237195380869038
TFAP4,292.690008679849,-0.24002376699829,0.16314407849963,-1.47123799530876,0.141226765126787,0.237195380869038
TTC28,35.0804338531322,-0.531465276749652,0.361252763909743,-1.47117290120564,0.141244363735973,0.237196293818355
SERTAD3,48.4477187174951,0.437125548669797,0.297167714585169,1.47097254249171,0.141298542580099,0.237263860850724
TNFRSF4,1.77286347870687,2.01759860332438,1.37187813361258,1.47068354971984,0.141376717021494,0.237371703189336
NKAPP1,26.7623887121635,-0.532876754348364,0.362394132052748,-1.47043427919192,0.141444173029634,0.237461529758186
DHX8,595.02076057202,0.294690593493083,0.200428752242053,1.47030099322871,0.141480252177419,0.237498667205879
ZFP91P1,6.25929061503963,-1.06942296596826,0.727423407749249,-1.47015198380432,0.141520595877052,0.23754295539588
ZNF660,2.61522716548166,1.74213750586859,1.18527715249289,1.46981446677219,0.141612009936156,0.237649506762372
PDIA2,3.67111978296343,-1.7061063366769,1.16075488617939,-1.46982481572189,0.141609206323571,0.237649506762372
NT5C3AP1,4.85688488522461,1.19567133750258,0.81369046969915,1.46944247478364,0.141712813836711,0.237756206608855
SRI-AS1,4.02297822312399,-1.49045537195151,1.01431187257158,-1.46942514650132,0.14171751086847,0.237756206608855
MIR4664,1.88672532387646,-2.07401706524193,1.41139221462617,-1.46948314136143,0.141701791159162,0.237756206608855
POLL,322.659737247961,-0.213648299875103,0.14543865762587,-1.4689925179638,0.141834818620279,0.237929551298832
LINC01487,2.09816769535622,-5.00689378289213,3.40920830858643,-1.46863826721347,0.141930929672928,0.238067307608919
BIN2,985.9323281089,0.273417484304815,0.1862444892111,1.46805677560161,0.142088801422002,0.238308620620539
