id,GSM1618288,GSM1618289,GSM1618290,GSM1618291,GSM1618292,GSM1618293,GSM1618294,GSM1618295,GSM1618296,GSM1618297
SLC10A5,8.747155,8.579316,8.579185,5.30446,5.029207,5.799384,4.819576,5.561832,4.769598,4.897379
CDC27,9.296374,9.426855,9.410995,10.53321,10.66726,10.74114,10.87401,10.91246,11.84544,11.76194
TNFAIP3,9.77915,8.95229,8.986668,6.230366,6.211381,5.943213,6.409491,6.13655,6.403177,6.619699
LSM4,9.130198,8.954442,9.108661,10.23993,10.24079,10.28248,10.33029,10.41815,9.674629,9.722917
FOXP1,10.02446,10.04712,10.11236,8.495797,8.285536,8.195864,8.231656,8.035471,8.303166,8.636484
UROD,7.944599,8.079936,7.835254,9.291359,9.328524,9.26688,9.611628,9.721706,10.58057,10.73185
SLC1A5,8.354971,8.25782,8.13421,9.909608,10.32768,10.20446,10.56454,10.38203,11.21851,11.46835
MRPS11,9.136567,9.090319,9.059127,10.16122,10.2197,10.28371,10.40196,10.50072,9.764612,9.754638
IGSF6,7.963175,7.843921,7.129292,4.845133,4.849375,4.964202,4.9216,5.019839,5.191626,5.173261
GNG7,8.460588,8.508991,8.602542,7.148201,7.332518,7.187384,7.43128,7.304591,7.364961,7.469094
ARHGAP25,8.465675,8.626425,8.900823,6.755667,6.416185,6.317285,6.271127,6.031905,6.143535,6.056364
KLHL6,9.214326,9.365068,9.377734,8.000592,7.845104,7.961656,7.591676,7.705495,6.842938,6.639062
TMC8,9.80829,9.787805,9.883096,8.610484,8.663413,8.589328,8.770679,8.955173,8.555954,8.626261
MARCKS,7.364717,8.237789,7.631117,4.944907,5.066525,5.03446,5.107516,5.034776,5.135512,5.165679
EREG,9.948441,9.363586,9.866994,6.702515,5.927246,5.957559,5.690055,5.182748,5.340822,5.141857
TRAT1,5.091167,4.633111,5.350041,2.729658,2.688989,2.503237,2.602379,2.486897,2.46613,2.481238
OTTHUMG00000162002,7.862802,7.417111,8.211843,4.667869,4.039705,3.703719,4.034992,3.888916,4.035993,3.942066
PNP,8.691982,8.553219,8.645846,10.35768,10.33795,10.06702,10.21425,10.04946,10.84336,11.07963
ETS1,7.699505,8.022199,8.43595,5.452828,5.563508,5.252747,5.655102,5.346547,5.75736,5.613765
MVB12B,7.119161,7.078401,7.18477,5.781381,5.859195,5.748369,6.17915,6.021403,6.131876,5.910988
SETBP1,7.10666,7.577329,7.353577,5.575018,5.528395,5.590943,5.659091,5.489608,5.906344,5.748776
ARHGAP11B,8.153257,8.462607,8.497055,9.941541,10.02981,10.15648,9.968911,10.12777,10.33719,10.46413
RFX3,8.147302,8.351996,8.058233,6.695778,6.412044,6.509843,6.290761,6.409376,7.213454,7.396014
DIAPH3,5.358742,6.091067,6.010828,9.028911,8.527747,8.704365,8.359715,8.513227,9.197029,9.447063
AUNIP,6.444042,6.661255,6.48562,8.569784,8.731244,8.275152,8.724027,8.457458,7.869193,8.092086
RCSD1,9.221337,8.890977,9.223721,7.442184,7.089485,7.040482,6.928699,6.911238,6.859268,6.750952
WDR91,8.455202,8.451836,8.451506,7.413706,7.418806,7.394809,7.698037,7.647963,8.31994,8.40979
PCK2,7.609939,7.563506,7.52809,8.924467,8.942543,8.962061,9.048428,9.258963,9.884251,10.13877
CSGALNACT2,9.275826,9.256853,9.379817,7.922096,7.636948,7.713799,7.748868,7.468168,8.186637,8.218399
KIF11,6.913548,7.621646,7.827759,10.4897,10.22247,10.43985,10.22306,10.2728,11.07595,11.07343
BCL2L11,6.973357,6.573495,6.897798,9.057607,8.679056,8.738057,8.733648,8.96483,9.742309,9.797375
COL24A1,7.283247,7.442121,7.997292,5.227714,5.301291,5.165511,5.388234,5.300236,5.642188,5.564637
OTTHUMG00000163782,6.047551,5.731152,5.714418,4.42201,4.381674,4.360975,4.272097,4.280479,4.348399,4.339576
WSB2,7.953155,8.093946,7.958434,9.778753,9.843094,9.585964,9.882583,9.621325,9.394142,9.714785
MTFR1,7.423274,7.521811,7.446375,8.713895,8.711142,8.70053,8.702815,8.762708,7.864962,8.111535
NOG,8.50517,9.812902,9.571123,5.343351,5.127444,5.20573,5.421217,5.116133,5.586395,5.563936
OTTHUMG00000015716,6.818519,7.050059,7.450654,4.730946,4.938609,4.948353,4.594719,4.73965,4.923992,4.712704
NIF3L1,7.940177,8.127492,8.100895,9.299213,9.419434,9.399532,9.448779,9.488463,8.890126,9.093862
CLTC,9.452377,9.698262,9.716071,10.91478,10.94146,10.95773,11.1128,11.02529,11.48864,11.55634
ANKRD44-IT1,8.984296,8.066566,8.488085,5.564793,5.349154,5.759367,5.445053,5.403872,5.673971,5.511601
UGGT1,9.606142,9.526088,9.574665,10.56102,10.61863,10.63229,10.67495,10.661,10.69718,10.71185
KIF22,8.51472,8.59701,8.602008,9.735863,9.702557,9.722393,9.745836,9.83353,10.34645,10.51333
ACAP1,9.952987,9.940244,10.08366,8.114084,8.266788,8.351551,8.166534,7.792902,7.584519,7.345366
FANCI,7.710398,8.171944,8.238904,10.18102,9.914996,10.11265,10.04214,10.16392,10.36261,10.38325
GARS,9.14067,9.35464,9.348697,10.72182,10.70747,10.5827,10.93447,10.76364,11.25136,11.38048
NLRP3,7.937712,8.481286,7.633243,5.327404,5.468117,5.330194,5.461644,5.409977,5.840289,5.628996
TEP1,8.652526,8.534898,8.654821,7.453241,7.387575,7.341408,7.177782,6.999665,6.836003,6.752425
NDRG1,8.862627,8.691878,8.597524,7.358107,7.427241,7.435322,7.586972,7.709669,7.800853,7.882747
LOC100507661,6.818641,6.28854,6.800542,4.68762,4.724865,4.72936,4.753668,4.816446,4.741984,4.719563
PLK4,6.135335,6.763467,6.798681,8.799101,8.837056,8.912766,8.894408,8.913348,9.115922,9.042661
SNORD82,10.83275,10.24207,10.2417,7.975355,7.768087,8.02814,7.498285,7.665561,7.119507,7.518139
NCK2,9.316469,9.3934,9.476805,8.03622,8.017929,7.906691,7.886879,7.665954,7.642271,7.431868
MYO5C,6.77001,7.710464,7.792877,4.053849,4.216801,4.05334,4.261328,4.09316,4.337239,4.247753
EXO1,5.944469,6.819979,6.749452,9.668636,9.419688,9.343743,9.399624,9.373307,9.211284,9.119107
CXorf21,7.349764,8.181707,8.184725,5.100035,5.08134,4.909986,5.11426,4.968261,5.168989,5.116139
SGOL2,6.711989,6.940847,6.874305,8.337705,8.191976,8.475972,8.28739,8.456022,9.016828,9.105279
LAT2,7.902849,7.939074,8.169529,6.660038,6.490549,6.477598,6.55466,6.405052,6.703811,6.588791
TMEM106C,8.523067,8.757568,8.566433,9.847433,9.894721,9.890479,9.9842,9.913196,9.91093,9.781346
OTTHUMG00000159845,6.560781,6.602733,6.511322,5.195002,5.235551,5.296056,5.38796,5.319235,4.988183,5.276164
ITSN2,9.444368,9.437068,9.6036,8.351869,8.339674,8.36381,8.317639,8.236662,8.186357,8.26132
LOC441204,6.483882,6.591378,6.376263,5.279643,5.303429,5.346549,5.34292,5.421432,5.448389,5.413315
IL7R,6.485785,6.548155,6.104845,4.645251,4.333338,4.285056,4.070717,3.973545,4.01065,3.939434
CACHD1,6.803149,6.958948,6.921764,4.93466,4.97543,5.203768,5.22041,5.70271,5.27333,5.308897
PLBD2,7.899722,7.98407,7.693408,9.455409,9.460237,9.352298,9.189736,9.228929,8.919214,9.236945
APOC1P1,6.607101,6.362345,6.453633,7.793927,7.708437,7.673838,7.764352,7.700921,7.369575,7.298021
SNORA11,11.17454,10.39367,10.39441,6.798862,7.435305,7.485795,6.827684,6.999895,7.438322,7.674591
PDE7B,6.276313,6.756262,6.645778,4.882829,4.810751,4.691184,4.790158,4.711362,5.000238,4.935166
FOXRED1,7.852941,7.953732,8.010166,9.153828,9.069127,9.111837,9.118302,9.272906,8.527452,8.469191
SEPT8,7.491924,7.396326,7.257222,8.953758,8.937223,9.28468,8.942172,9.136752,8.891054,9.004734
HOXA3,7.57657,7.543506,7.760687,6.223468,6.396113,6.288218,6.39349,6.388529,6.787711,6.621016
ABCC4,8.699882,8.75656,8.543362,10.12312,10.1785,10.02021,10.08579,9.88589,10.3292,10.54103
NUP62CL,6.018525,6.372221,6.365779,8.535257,8.086168,8.443372,7.964197,8.275691,7.185995,7.140645
MYCT1,9.079441,8.953899,8.605829,5.296598,5.370547,4.639007,5.033725,4.046496,4.270769,4.327693
DTYMK,8.255379,8.286336,8.188711,9.306667,9.271111,9.333694,9.480381,9.548629,9.268809,9.357344
GSR,9.4396,9.465123,9.629292,11.10951,11.14685,10.99358,11.11702,10.82071,10.84364,11.08908
MLH1,8.514775,8.64412,8.681516,9.708858,9.870522,9.785975,9.892133,9.91808,9.982192,10.05731
DENND1C,8.255733,8.082738,8.271858,6.870053,6.893077,6.776548,6.929221,6.742706,7.189989,7.004818
DDX39A,8.163389,8.285048,8.215414,9.3451,9.300544,9.231997,9.328622,9.297369,8.895024,8.940783
GRIK5,8.330158,8.456129,8.342501,7.138144,7.276945,7.140727,7.284918,7.129445,7.397891,7.373403
TAPT1-AS1,8.50853,8.541032,8.891718,7.086027,6.910218,6.881175,6.830291,7.034429,6.723637,6.760301
RIC3,5.491216,5.676856,5.526286,4.189984,4.260716,4.176776,4.206109,4.359063,4.906074,5.151312
LYSMD2,7.580717,7.708506,7.728931,6.400079,6.453847,6.299875,6.724432,6.581346,7.542279,7.355926
PSAT1P4,4.962036,5.254696,5.325837,6.801237,6.724752,6.794149,7.444393,7.210603,8.294649,8.152261
EXOSC8,8.307798,8.311605,8.309185,9.31472,9.452168,9.492692,9.703993,9.621989,9.121164,9.062563
CARHSP1,8.25133,8.277281,8.208792,9.239406,9.374574,9.311874,9.492894,9.510639,9.481557,9.566075
MSI2,10.7095,10.87535,11.06779,8.840466,8.632607,8.873512,8.390093,8.546963,7.862404,8.391956
RFWD3,9.281167,9.420115,9.375021,10.56289,10.60575,10.44368,10.60339,10.50408,10.15598,10.25593
SLC39A7,7.373198,7.513101,7.495857,8.896052,8.801661,8.741454,8.708718,8.616716,7.893832,8.168054
ARHGEF3,6.364495,6.380006,6.456689,5.268262,5.212084,5.151758,5.338309,5.149752,5.372242,5.257974
SEC14L2,6.294203,6.188924,6.183709,8.55251,8.523769,8.021246,8.19657,7.802149,7.664361,7.674419
AIMP2,8.704478,8.735511,8.825536,10.0653,10.17961,9.888678,9.979528,9.989448,9.078493,9.001703
CAMK2D,6.61801,6.805078,7.477141,4.325277,4.331819,4.237041,4.419961,4.235505,4.686036,4.861091
LILRA2,7.735318,7.503174,7.384788,6.115028,6.148015,6.13403,6.205406,6.168643,6.565736,6.409103
FOSL2,8.99793,8.704012,8.747818,7.507194,7.432197,7.453366,7.297585,7.333261,7.525477,7.369967
ZNF257,8.530354,8.6052,8.787881,7.28386,7.28339,7.429985,7.466925,7.569417,7.1007,7.021883
SAE1,9.451694,9.671832,9.590322,11.07442,10.79614,10.91756,10.83713,10.75302,9.971244,9.976954
FLJ43663,7.75443,7.753366,8.027662,6.556021,6.567984,6.526447,6.519083,6.431433,6.87969,6.839815
MCM10,6.923797,7.422871,7.549516,9.638881,9.657485,9.402093,10.01215,9.746279,9.398752,9.551721
GPX7,8.953296,9.50078,8.937582,6.780264,6.731618,6.655485,6.845829,6.369051,6.497213,6.264708
HDAC9,5.809021,5.926602,6.211834,4.511628,4.489629,4.390279,4.536872,4.448552,4.666512,4.584067
CHN2,7.388257,7.209049,7.257133,6.17774,6.20531,6.185274,6.436145,6.349814,6.755713,6.77398
SLC6A8,8.076763,7.855027,7.782061,9.546069,10.07752,9.967221,10.60513,10.71756,11.50572,11.57326
C20orf194,8.073947,8.172693,8.290557,6.46615,6.323914,6.721857,6.263869,6.51605,5.672815,5.611474
OTTHUMG00000037620,6.272406,6.227108,6.013326,7.782061,7.544042,7.52868,7.187766,7.245195,6.864336,6.978279
PAQR7,7.351452,7.493155,7.593354,6.29536,6.200725,6.097387,5.738325,5.826818,5.325365,5.3711
ITM2C,10.14794,10.32658,10.15387,8.770275,8.850772,8.647788,8.740523,8.436117,7.94955,7.916125
SP110,8.603135,8.541719,8.865285,7.263343,7.347431,7.285576,7.383084,7.265127,7.142976,7.084122
OR2L13,7.008692,7.374551,6.85442,5.415526,5.267862,5.218952,5.466817,5.508453,5.660039,5.699649
ZWINT,6.889481,7.389757,7.434609,9.606641,9.281473,9.458092,9.325936,9.607595,9.538685,9.714407
HLA-DRB1,10.962288,10.373454,10.931026,7.709039,6.761695,6.762515,6.796281,6.341188,6.567258,6.520118
ACSL3,7.645233,8.010015,7.986987,9.430467,9.569979,9.552177,9.613131,9.427998,8.823005,8.630137
GTSE1,6.840228,6.826852,6.92483,8.197542,8.306418,8.291588,8.299111,8.504954,8.969997,9.269186
RN7SKP5,5.159429,5.845119,5.525601,3.178398,2.518352,2.841017,2.881067,2.946513,2.998627,2.983687
GLO1,9.872134,10.01487,9.938609,11.04933,11.04766,10.98422,11.07303,10.99139,10.4681,10.37057
SRRD,7.358812,7.723681,7.590401,9.146398,9.233781,9.353217,9.29706,9.526425,8.75406,8.989709
CYSLTR1,6.385065,7.03161,7.443584,4.08285,3.800548,3.837801,3.537556,3.50864,3.612234,3.557083
CNNM2,6.610299,6.708241,6.603638,7.963686,7.851858,7.717269,7.7522,7.834759,8.140271,8.100511
C6orf89,7.780494,8.058098,7.960302,9.263183,9.217049,9.152294,9.351108,9.433202,9.872078,9.980841
OR2L1P,8.820857,9.340618,8.667269,5.700487,5.54255,6.112556,5.306069,5.988533,5.365579,5.551971
TIMM10,8.300203,8.479801,8.46756,9.911952,9.933612,9.63203,9.966369,9.894617,9.475408,9.546492
CCNB1,6.949471,7.449382,7.934324,10.55153,10.37732,10.17994,10.44974,10.29925,10.44125,10.52712
LMNB2,9.003096,9.000629,8.985514,10.01132,10.06494,10.16045,10.07969,10.02594,9.511771,9.640863
PMS2P5,11.09313,11.13268,11.22715,9.824238,9.592147,9.853651,9.552684,9.745893,8.846687,8.985864
GIMAP2,7.558489,7.769894,7.54945,5.857822,5.48187,5.279419,5.258613,5.017878,5.190587,4.965144
TNFAIP2,8.147823,8.242153,8.19748,6.891678,7.10715,6.982985,7.171946,7.102367,7.396116,7.242134
SV2A,8.055141,8.245442,8.125723,6.608253,6.768156,6.451648,6.711228,6.443691,6.641327,6.744031
CDT1,8.322269,8.2735,8.26552,9.322474,9.464407,9.317014,9.454605,9.558701,9.157082,9.181778
GIMAP6,7.483413,7.6676,7.555246,6.428135,6.38517,6.2228,6.28817,6.26892,6.495542,6.392939
CALCOCO2,9.073341,9.245465,9.116651,7.82994,7.715256,7.710736,7.804326,7.870454,8.639118,8.961851
SLC25A30,7.483611,7.769549,7.975818,6.045931,5.811288,5.838552,5.802464,5.543878,5.435965,5.439539
ZNRF3,7.435781,7.360347,7.164627,8.498685,8.649089,8.604636,8.556137,8.532053,7.595092,7.524713
TNFRSF1A,9.479005,9.679964,9.592797,8.157326,8.068968,7.764758,7.841022,7.663232,7.640382,7.575566
BYSL,7.281023,7.402887,7.464849,8.595162,8.732968,8.559521,8.837441,8.748598,7.843667,8.002273
MDFIC,7.092388,7.667418,7.332588,5.629576,5.48686,5.462043,5.44597,5.349093,5.495256,5.492158
HSF5,7.112265,7.387145,7.729815,5.541338,5.569506,5.438647,5.668548,5.595693,5.992102,6.039377
SNTB2,6.980041,7.125816,7.083243,8.817507,8.515628,8.50405,8.232482,8.216162,7.60335,7.317067
OTTHUMG00000018179,7.02549,7.079898,7.643764,4.603971,4.016822,4.567645,4.239172,4.508863,4.752017,4.397498
GIMAP4,6.71588,6.991904,6.503458,5.146745,5.036077,4.900455,5.075077,5.10036,5.380234,5.477819
ADNP2,8.31877,8.522243,8.537358,9.635098,9.671401,9.616246,9.575474,9.560225,9.165812,9.296545
KPNA3,9.767097,9.826477,9.732673,10.76626,10.76189,10.80026,10.92174,10.91097,10.30912,10.20914
ZNF626,6.887903,6.81799,7.08394,5.587157,5.464013,5.660574,5.721063,5.716706,5.36055,5.544803
ZNF44,6.577037,6.711298,6.794657,5.603458,5.502217,5.596685,5.635865,5.654846,5.652674,5.679862
LRMP,8.681783,8.662409,9.015079,7.052917,6.735023,6.715154,6.576932,6.286536,5.868844,6.123574
PKMYT1,7.353252,7.247394,7.233148,8.335741,8.507181,8.403255,8.518598,8.656006,8.758965,8.789337
FOXRED2,8.216049,8.435175,8.339468,9.57742,9.696336,9.616174,9.492138,9.601861,8.568277,8.797425
SLC25A10,7.569482,7.494167,7.452215,9.152446,9.432888,8.948825,9.152723,8.942983,8.279957,8.33459
ITPR1,9.031119,9.166989,9.334777,7.795873,7.532177,7.567845,7.037367,6.79824,6.056074,5.998429
GOT1,8.223011,8.468328,8.286167,9.784546,9.8842,9.663073,10.00662,9.993014,10.07734,10.35602
IGHJ1,9.075277,9.192602,9.345791,8.009097,7.862486,7.917383,8.019094,8.100327,8.526721,8.400109
KNSTRN,7.28752,7.600736,7.775288,10.24554,9.697591,9.668554,9.823964,9.801235,10.19048,10.35
P2RX1,10.76281,10.82084,10.79613,9.155096,8.596857,8.627192,7.842906,7.608204,7.068134,6.891662
TFDP1,9.550018,9.739684,9.743855,10.76147,10.80282,10.83703,10.89703,10.97314,11.42382,11.4699
RGL2,8.731309,8.771566,8.709661,7.762649,7.633507,7.690541,7.530054,7.567511,7.822243,7.70314
CARD16,6.646128,6.777371,6.885533,5.080755,4.652482,4.659448,5.009493,4.597591,4.940752,4.971139
OTTHUMG00000152044,8.464196,8.665169,8.691415,7.128366,7.331495,7.207796,7.089942,7.246283,7.12922,7.320595
OTTHUMG00000014884,6.70593,7.208886,6.808641,5.07338,5.044464,4.890603,5.088966,4.835745,5.229261,5.016029
BLNK,7.771347,7.84443,8.706932,5.138858,5.323013,5.189563,5.387783,5.237779,5.631094,5.483783
FBXW4P1,8.437902,8.384759,8.466994,7.395811,7.282128,7.36085,7.267344,7.112821,7.308137,7.227085
TIMELESS,7.308578,7.515008,7.707159,9.166719,9.104824,9.045711,9.062381,9.073937,8.496051,8.796571
SLC38A5,7.320273,7.215287,7.210708,8.617224,9.040975,8.919953,9.125571,9.332286,8.876783,9.028225
OTTHUMG00000157277,8.039753,8.140839,7.648597,6.077738,5.976833,6.236287,6.099802,6.319839,6.572665,6.463305
DSCC1,5.874585,6.16517,6.284851,7.847123,7.621921,7.709597,7.721947,7.552066,7.567266,7.431632
FAM169A,5.77528,6.011798,6.4235,4.076574,4.145472,3.982383,4.247235,4.067039,4.187059,4.124012
FLT1,5.729464,5.376866,5.581072,4.082653,4.272704,4.140158,4.230761,4.147969,4.411186,4.353395
TXLNB,5.977975,5.953116,6.193278,4.863361,4.845879,4.823723,4.869394,4.813604,5.227027,5.089734
WIPF1,8.867609,8.767635,8.869541,7.265101,7.053575,6.80512,6.539404,6.165397,6.045396,5.95959
DSN1,7.857627,8.133286,8.294235,9.591685,9.715698,9.5575,9.423826,9.462322,9.476851,9.377458
CDC6,6.764267,7.505955,7.605822,10.12624,9.846952,9.99915,9.741979,9.984007,9.45391,9.284995
NCAPG2,6.40442,6.992225,6.897903,8.779276,8.638177,8.784957,8.566875,8.792777,9.414475,9.431327
CPEB2,7.570039,7.563184,7.47399,6.536191,6.547131,6.508192,6.643325,6.683326,6.807428,6.920813
LOC100507463,7.706121,7.812485,8.130924,6.136807,6.187493,5.908796,6.008828,5.932939,6.396897,6.699904
PKLR,7.151392,6.662452,6.89273,9.385638,9.504515,9.655095,10.04089,10.52405,9.012703,9.644662
CDC45,7.411989,7.937006,7.827743,9.62277,9.623602,9.388643,9.636909,9.538177,9.114954,9.083528
GMPR,9.367274,9.175692,9.101496,11.76857,11.23719,11.62773,11.11036,11.56133,11.97585,12.35515
AMOT,6.662261,6.801683,6.773438,5.573033,5.6853,5.627902,5.659192,5.73642,6.020645,5.859376
ZWILCH,7.272923,7.670214,7.635196,9.340471,9.285549,9.054979,9.194917,9.042756,9.35917,9.223351
MPP7,7.162931,7.162938,7.229764,5.610636,5.75866,5.617134,6.141177,5.772711,5.77031,5.512185
ADA,9.233445,9.156036,9.504713,7.614432,7.627457,7.601944,7.948911,7.521469,7.413095,7.444059
KLF1,9.032843,8.512835,8.646038,10.38011,10.45859,10.3601,10.57034,10.63025,11.10939,11.18415
OTTHUMG00000133420,6.649149,6.924728,7.056873,5.145702,5.300867,4.928791,5.426892,5.371429,5.761414,5.558329
ATP13A3,8.770678,9.002473,9.112385,10.3945,10.41029,10.6574,10.4417,10.58213,9.80999,9.915486
SPINK2,7.407346,7.512119,7.261955,5.916456,6.148111,6.019155,6.287707,6.117476,6.415658,6.274083
DMXL2,9.515696,9.192232,9.186297,5.837652,5.833969,6.5578,5.906549,6.298365,5.460505,6.192964
RBMS2,8.895654,8.672531,8.624228,7.203319,7.195588,7.457751,6.927482,7.095098,6.372421,6.44371
HLA-DQA2,6.38648,6.747498,6.86253,5.096456,4.994717,4.924574,5.166506,5.068001,5.353491,5.18722
PLEKHM3,7.629359,7.741516,7.699384,6.710492,6.524005,6.521959,6.499115,6.491533,7.215272,7.299278
CLEC4A,5.787734,5.707188,5.680723,4.561458,4.35344,4.462361,4.429907,4.632842,4.98008,5.160051
TRO,7.014471,7.216339,7.117921,5.969452,5.996799,5.835113,6.134788,5.991099,6.284962,6.216715
RAD54B,5.343642,5.858517,5.763712,7.620345,7.380754,7.694633,7.419157,7.568597,6.766012,6.58892
RGS2,10.05966,9.989105,9.50329,7.427874,6.557563,7.120921,6.200812,6.093212,5.159559,5.156247
SLC6A16,6.627165,6.744311,6.947832,5.481793,5.542997,5.418279,5.514719,5.487324,5.75279,5.615394
ARRDC5,6.960758,7.234758,6.7061,5.108633,5.284633,4.898658,5.118917,5.161039,5.373896,5.283058
ZBED3,8.542014,8.783085,8.832069,7.473073,7.416077,7.4718,7.667696,7.497364,7.456463,7.477647
PLEKHO1,7.26924,7.494484,7.204978,5.948497,6.105937,5.98619,6.20841,6.047889,6.330457,6.265855
TGM2,7.85959,7.808097,7.548489,9.878767,10.07158,10.51259,10.39611,10.78614,10.82024,11.19196
MCTP1,8.41257,8.778042,8.827469,6.131592,5.254534,5.316485,5.012169,4.492246,4.526653,4.409103
PARPBP,6.193896,6.844094,6.792231,8.680839,8.587907,8.720683,8.604993,8.739034,8.944514,8.962827
BORA,6.249557,6.731033,6.821256,8.726059,8.468139,8.515079,8.353893,8.52758,9.122733,9.266036
AEN,7.445522,7.355514,7.43761,8.435924,8.638966,8.511739,8.800878,8.79142,8.992734,9.137277
SCN3A,8.12992,6.680712,7.426764,3.730812,3.700783,3.550105,3.696169,3.529762,3.799007,3.696737
TOR3A,7.238896,7.080673,7.122454,8.182692,8.416539,8.322785,8.456682,8.410336,7.803675,7.730832
GINS1,7.448048,7.927208,7.819217,9.701584,9.475395,9.4435,9.442754,9.453337,8.835165,8.562886
RIMKLBP1,7.938411,8.090117,8.122273,6.807757,6.911684,7.002709,7.00434,7.051746,7.393237,7.324776
GIT2,10.74498,10.79255,10.89042,9.575655,9.387044,9.573703,9.269219,9.304903,8.705185,8.979872
HIP1,8.041551,8.294834,8.348031,6.584464,6.600132,6.513481,6.616144,6.535306,6.9668,7.415555
JAKMIP2,7.527873,8.090233,8.124044,5.584697,5.753109,5.980735,5.893688,5.888309,5.003117,4.871788
MIR4480,7.46219,7.07841,7.155704,5.674581,5.586411,5.84327,5.742684,5.624114,6.446034,6.54234
CP,5.449816,6.244872,5.567928,3.358246,3.457612,3.461407,3.451202,3.326382,3.423064,3.414012
LOC400590,8.36816,8.27169,8.782023,6.172967,5.707279,6.233238,5.713943,6.166566,5.779964,5.922392
TRAIP,7.031391,6.942282,6.897631,8.102719,7.972389,8.041323,7.989443,8.107439,8.131133,8.016972
FAM65B,10.5445,10.47224,10.49992,7.590425,7.370941,6.713892,6.9753,6.075254,6.381699,6.333067
SMIM14,7.60147,7.636719,8.336579,5.454337,5.629,5.438856,5.653749,5.435005,5.778602,5.715691
LST1,7.965191,7.979403,7.759738,6.712928,6.785521,6.642289,6.83941,6.717617,7.027839,6.944356
DIRC2,9.558947,9.35693,9.249867,8.127419,8.184418,8.127912,8.278807,8.165666,7.258103,7.356951
HMGN5,6.130102,6.414218,6.700718,8.036415,8.174905,8.114285,8.338392,8.377089,7.403193,7.440505
SEPT6,11.36803,11.52221,11.48573,8.976553,9.130907,8.662453,8.76438,8.043624,7.216182,7.62784
RRAGD,8.24067,8.578341,9.083099,6.043534,6.106407,5.808161,6.286101,5.820586,5.642263,5.728771
FGF16,5.473853,5.664947,5.671181,4.1162,4.363282,4.155446,4.36592,4.105792,4.389469,4.461571
AKT3,8.58586,9.046959,8.913166,6.502594,6.273012,5.785412,5.630266,5.095336,4.960734,4.860674
ZNF439,8.753797,8.860224,8.927415,7.400363,7.247,7.64909,7.489852,7.552801,7.040038,7.117949
BRCA1,6.622524,7.130287,7.257076,9.05532,8.936906,8.87153,8.8208,8.76296,8.531654,8.673014
LINC00648,5.504972,5.030746,5.230504,3.663549,3.567135,3.713246,3.659971,3.887964,3.643884,3.697934
ATAD3C,7.309442,7.296169,7.284582,8.275072,8.526438,8.481242,8.577026,8.592615,7.766602,7.65859
PBXIP1,7.717335,7.934759,7.794174,6.775928,6.798774,6.725399,6.78057,6.764377,7.182002,7.200449
SGOL1,6.879622,7.428825,7.672606,9.690094,9.467359,9.653352,9.597598,9.761124,10.52832,10.48444
NREP,8.535004,8.721184,8.775145,7.485216,7.569777,7.60814,7.393977,7.349401,6.518245,6.550255
AMY2A,5.391026,5.220257,5.368251,4.088694,3.837007,3.84994,3.813768,3.93536,4.176236,4.444444
ARHGAP19,8.080165,8.233153,8.147724,9.25408,9.263048,9.42669,9.609144,9.774377,10.05551,10.15091
SNX20,7.974146,8.204926,8.246803,6.941686,6.81581,6.648244,6.679196,6.66517,6.934488,6.961601
SLBP,9.599197,9.677307,9.75034,10.88056,11.00243,10.77132,11.06192,10.85933,10.70382,10.68487
NIN,9.756012,9.723421,9.954288,8.713262,8.485335,8.60462,8.318402,8.307471,7.518773,7.458414
UBAC1,7.866279,7.679729,7.633222,9.241202,9.628498,9.220756,10.29548,10.1166,11.03693,11.18636
CEP112,4.836754,4.745703,4.983855,3.77363,3.786401,3.728772,3.797676,3.733469,3.770398,3.685761
HIST1H1B,6.621978,6.66948,6.228668,8.154074,8.440627,8.543003,8.328352,8.567192,8.609509,8.489904
KATNA1,6.771371,7.058281,7.083354,8.239999,8.414129,8.347276,8.616475,8.672782,8.714592,8.89422
AMY1B,6.312729,6.066202,6.273116,5.08577,4.872738,4.887837,4.836428,4.833919,5.128777,5.262083
TK1,7.908505,8.351205,8.238688,10.20968,9.919408,10.04517,10.01729,10.3969,10.56611,10.76927
LOC202181,8.720404,8.77853,9.379772,6.99165,6.666188,6.738294,6.790209,6.830684,6.838969,6.708661
RNF122,8.182559,8.061607,8.148026,6.382555,6.526877,6.646883,6.60267,6.716859,6.364204,5.900167
TAB2,10.2509,10.03344,10.09322,9.021236,8.951657,8.935439,8.929556,8.88229,9.335664,9.528232
IGHV3-23,9.677852,8.297927,9.136961,5.297766,5.093902,5.585306,5.630932,5.780651,5.902313,5.725101
SLMO2,8.155266,8.351685,8.33909,9.359064,9.401487,9.305921,9.422932,9.341107,9.519307,9.471251
GMNN,7.301794,7.848394,7.798207,9.426376,9.709124,9.716254,9.523555,9.764489,9.30774,9.335945
TIMM50,9.095516,9.207698,9.134079,10.33197,10.3075,10.15333,10.486,10.30394,9.488791,9.498938
ADIPOR2,8.967264,8.930823,8.838715,9.965797,10.2108,10.20273,10.36834,10.34555,10.26112,10.42424
PCCB,8.120619,8.287633,8.264334,9.630396,9.39511,9.387104,9.562369,9.561529,8.989414,9.153444
SNX10,7.816178,8.179309,8.115974,6.478222,6.384661,6.335818,6.396549,6.042368,5.639209,5.456851
