"","x"
"STRADB",0.984427005428984
"ABCC11",0.9250864404093
"KLF3",0.945033740813863
"TAB3",0.990152500920771
"LOC100131726",0.896764232916213
"E2F7",0.470177525222215
"CLCN3",0.914481178320056
"SLC7A5",0.892915379099308
"LOC100132354",0.77760598198218
"NAPB",0.976289450304954
"C19orf46",0.973351462096817
"TLL2",0.890574585721293
"STC1",0.966180991265411
"SH2B3",0.766435563071672
"HHIP",0.978187247651178
"STX19",0.954583727974039
"SLCO5A1",0.934143137623684
"FLJ13197",0.97764894675169
"MIR486",0.910042625016894
"IL32",0.823137693632257
"TP53INP1",0.972311165224532
"SEL1L",0.988537499498921
"TEDDM1",0.934143137623685
"GPRIN3",0.94742584853002
"LANCL3",0.874939284389355
"CCRL2",0.944054314100077
"LILRB3",0.973443064812823
"INPP5K",0.95889869700291
"PRKD1",0.90047970968516
