id	D1	D2	D3	M1	M2	M3
GRIN3B	4.08746284125034	3.16992500144231	2.8073549220576	4.39231742277876	5.08746284125034	4.4594316186373
HLA-H	2.8073549220576	2.32192809488736	3.70043971814109	4.39231742277876	3.90689059560852	4.32192809488736
DND1P1	4.4594316186373	4.70043971814109	4.08746284125034	3.70043971814109	2	3
RBFOX1	1	0	1.58496250072116	2.32192809488736	2	3
COBLP1	2.58496250072116	3.70043971814109	4.58496250072116	2.32192809488736	1	0
YBX1P4	0	1.58496250072116	1.58496250072116	2.32192809488736	2.8073549220576	2.8073549220576
IRX2	1.58496250072116	1.58496250072116	0	2.32192809488736	2.8073549220576	2.8073549220576
SNORA77	2.32192809488736	3.8073549220576	2	1.58496250072116	0	0
LRMDA	3.4594316186373	4.24792751344359	1.58496250072116	1	1	0
ROBO2	2.32192809488736	2.32192809488736	3.4594316186373	1.58496250072116	1.58496250072116	1.58496250072116
HS3ST3B1	3.16992500144231	3.16992500144231	2	3.70043971814109	4.08746284125034	4.24792751344359
RNA5-8SN5	3.16992500144231	3.32192809488736	2.58496250072116	3.58496250072116	4.32192809488736	4.75488750216347
TTC3P1	3.58496250072116	4.16992500144231	3	4.52356195605701	4.95419631038687	4.52356195605701
C7orf31	5.28540221886225	5.20945336562895	6.14974711950468	4.08746284125034	4.08746284125034	4.90689059560852
LINC01775	3.4594316186373	3.16992500144231	3.16992500144231	0	2.32192809488736	1.58496250072116
SPSB1	3	2.32192809488736	2.8073549220576	4.39231742277876	3.32192809488736	3.70043971814109
RPL23AP87	4	3.70043971814109	3.8073549220576	2.32192809488736	3.4594316186373	2.58496250072116
IRF4	3.58496250072116	0	3	5.32192809488736	5.20945336562895	5.4262647547021
VN1R83P	3.16992500144231	3.16992500144231	1.58496250072116	0	0	1.58496250072116
PRR20G	1.58496250072116	0	1.58496250072116	2.8073549220576	3.70043971814109	2.32192809488736
CYP4F60P	2.58496250072116	2.32192809488736	3	0	0	2
SHC3	4.70043971814109	3.32192809488736	4	1.58496250072116	2.8073549220576	0
RPS4XP2	3.32192809488736	3.16992500144231	3.16992500144231	0	2	2
ARMCX7P	1	0	1	1.58496250072116	1.58496250072116	2
COL21A1	2	3.8073549220576	4	1.58496250072116	1.58496250072116	1
SCRT2	2.8073549220576	3.90689059560852	2.8073549220576	0	0	2.32192809488736
CADPS2	2.32192809488736	3.16992500144231	3.4594316186373	4.08746284125034	4	3.90689059560852
C10orf143	4.95419631038687	5.70043971814109	4.70043971814109	6.02236781302845	5.90689059560852	6.4594316186373
C6orf226	3.4594316186373	2.32192809488736	3.16992500144231	4.64385618977472	3.70043971814109	4.4594316186373
SHISA2	1.58496250072116	0	0	1.58496250072116	3.4594316186373	3.70043971814109
ESX1	0	1.58496250072116	0	3.4594316186373	1.58496250072116	3.70043971814109
TXNDC2	6.44294349584873	6.3037807481771	6.08746284125034	5.35755200461808	4.16992500144231	5.52356195605701
NID1	5.61470984411521	5.12928301694497	4.58496250072116	5.97727992349992	6.14974711950468	7.05528243550119
OTP	0	1	0	1.58496250072116	2	3.8073549220576
DNAI2	3.8073549220576	4.16992500144231	3.90689059560852	1.58496250072116	2.58496250072116	3.32192809488736
COL26A1	1.58496250072116	2	0	2.8073549220576	2.8073549220576	3.32192809488736
FAM238B	3.58496250072116	3.70043971814109	4.24792751344359	0	0	3
RSPH9	2.8073549220576	3.90689059560852	3.70043971814109	4.52356195605701	4.64385618977472	4.32192809488736
RN7SL738P	0	1.58496250072116	1	2.32192809488736	2	2.32192809488736
ARHGEF3	3.16992500144231	4.39231742277876	4.24792751344359	4.95419631038687	5	5.39231742277876
SLIT2	3.16992500144231	2.32192809488736	3.90689059560852	4.75488750216347	4.16992500144231	5.4594316186373
PPP1R21-DT	0	2	1	2.32192809488736	2.8073549220576	3.4594316186373
MIR7845	1	1.58496250072116	3.58496250072116	4.32192809488736	4.95419631038687	3.90689059560852
FCER1A	2.8073549220576	3.16992500144231	1.58496250072116	1.58496250072116	0	0
KCNS2	0	0	1.58496250072116	1.58496250072116	3.16992500144231	2.8073549220576
RNVU1-18	1	1	2	3	2	3
LINC01499	0	1	0	1	2	2
IPO7P2	1	2	2	0	0	1
CBX1P4	2.58496250072116	3.16992500144231	2.32192809488736	1.58496250072116	1.58496250072116	0
TEAD3	5.12928301694497	5.4262647547021	5.28540221886225	3.4594316186373	4.70043971814109	4.39231742277876
ENTPD3	5.08746284125034	4.70043971814109	4.39231742277876	3	3.8073549220576	4.08746284125034
HSPE1P3	3.16992500144231	3.16992500144231	2.58496250072116	2.32192809488736	0	0
LINC00937	5	4.64385618977472	4.52356195605701	3.16992500144231	3.4594316186373	4.32192809488736
LINC02026	0	0	1.58496250072116	1.58496250072116	2.58496250072116	2.8073549220576
TSLP	2.58496250072116	2.8073549220576	1.58496250072116	0	1.58496250072116	0
FAM86B1	2.32192809488736	2.58496250072116	3.32192809488736	0	1.58496250072116	1.58496250072116
CDCP1	4.75488750216347	5.08746284125034	3.90689059560852	5.85798099512757	5.4262647547021	6.61470984411521
GAL3ST2	3.70043971814109	2.32192809488736	2.8073549220576	2	1	0
NIPAL1	5.08746284125034	3.70043971814109	4.24792751344359	3	2.8073549220576	3.4594316186373
TBC1D3F	6.6724253419715	4.8073549220576	5.49185309632967	7.40087943628218	7.10852445677817	7.07681559705083
PDE9A	4.70043971814109	4.08746284125034	3.58496250072116	2.58496250072116	3.4594316186373	2.8073549220576
CHIC1	6.49185309632967	6.4757334309664	6.75488750216347	4.32192809488736	5.97727992349992	5.32192809488736
FAM90A1	3.32192809488736	2.32192809488736	2	1.58496250072116	0	1
INSYN1	0	1.58496250072116	0	2.58496250072116	2.58496250072116	1.58496250072116
CCDC85A	0	1.58496250072116	0	2.58496250072116	1.58496250072116	2.58496250072116
UMODL1	0	1.58496250072116	1.58496250072116	2.32192809488736	2.58496250072116	2.8073549220576
TBL1YP1	2.58496250072116	2.32192809488736	1	0	1	0
RNU6-807P	0	1	0	2.58496250072116	1	2.32192809488736
FMN2	2	2.32192809488736	1	0	0	1
STEAP2	0	1	0	1	2.32192809488736	2
ROS1	1.58496250072116	1.58496250072116	2.32192809488736	1	1	0
TUBA4B	1	1	0	1.58496250072116	1.58496250072116	2.32192809488736
ITGB2-AS1	2.32192809488736	1.58496250072116	1.58496250072116	1	1	0
TRABD2B	0	1	1	1.58496250072116	2.32192809488736	1.58496250072116
RNU6-548P	0	0	1.58496250072116	2.58496250072116	3.16992500144231	1.58496250072116
IGLV2-18	1.58496250072116	3.4594316186373	1	0	0	0
RNU6-8	0	1.58496250072116	0	1.58496250072116	2.8073549220576	3.58496250072116
ZNF878	2.32192809488736	1.58496250072116	2.8073549220576	3.58496250072116	3.16992500144231	3.16992500144231
PKD1P1	3.90689059560852	3.8073549220576	3.4594316186373	4.52356195605701	5.6724253419715	4.4594316186373
RNU5D-1	4.58496250072116	3.90689059560852	3.16992500144231	4.75488750216347	5.24792751344359	5.55458885167764
